windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount
231,1770808584.809892,1770808589.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1770808589.809892,1770808594.809892,65.0,76.06153846153846,93.99183424024751,2.0,2.0,2.0,2.0,5.0,60.0
233,1770808594.809892,1770808599.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1770808599.809892,1770808604.809892,8.0,210.0,243.03438910103705,3.0,3.0,4.0,4.0,8.0,0.0
235,1770808604.809892,1770808609.809892,59.0,60.76271186440678,5.123774817560165,3.0,3.0,2.0,2.0,2.0,55.0
236,1770808609.809892,1770808614.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
237,1770808614.809892,1770808619.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1770808619.809892,1770808624.809892,66.0,75.81818181818181,93.28696983640724,2.0,2.0,2.0,2.0,5.0,61.0
239,1770808624.809892,1770808629.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,1770808629.809892,1770808634.809892,8.0,210.0,243.03438910103705,3.0,3.0,4.0,4.0,8.0,0.0
241,1770808634.809892,1770808639.809892,19.0,60.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0
242,1770808639.809892,1770808644.809892,9.0,183.0,236.68174834574802,3.0,3.0,4.0,4.0,9.0,0.0
243,1770808644.809892,1770808649.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,1770808649.809892,1770808654.809892,65.0,76.06153846153846,93.99183424024751,2.0,2.0,2.0,2.0,5.0,60.0
245,1770808654.809892,1770808659.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1770808659.809892,1770808664.809892,8.0,210.0,243.03438910103705,3.0,3.0,4.0,4.0,8.0,0.0
247,1770808664.809892,1770808669.809892,53.0,60.0,0.0,2.0,2.0,0.0,0.0,0.0,51.0
248,1770808669.809892,1770808674.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
249,1770808674.809892,1770808679.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1770808679.809892,1770808684.809892,16.0,125.25,185.12212185473675,2.0,2.0,2.0,2.0,5.0,11.0
251,1770808684.809892,1770808689.809892,1.0,135.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
252,1770808689.809892,1770808694.809892,7.0,220.71428571428572,260.4583871342434,3.0,3.0,4.0,4.0,7.0,0.0
253,1770808694.809892,1770808699.809892,90.0,82.81111111111112,53.9610542963537,7.0,7.0,4.0,4.0,12.0,46.0
254,1770808699.809892,1770808704.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
255,1770808704.809892,1770808709.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1770808709.809892,1770808714.809892,59.0,77.69491525423729,98.58485828992416,2.0,2.0,2.0,2.0,5.0,54.0
257,1770808714.809892,1770808719.809892,1.0,135.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
258,1770808719.809892,1770808724.809892,7.0,220.71428571428572,260.4583871342434,3.0,3.0,4.0,4.0,7.0,0.0
259,1770808724.809892,1770808729.809892,33.0,60.0,0.0,2.0,2.0,0.0,0.0,0.0,31.0
260,1770808729.809892,1770808734.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
261,1770808734.809892,1770808739.809892,324.0,209.4969135802469,301.4810038063411,3.0,3.0,4.0,4.0,324.0,0.0
262,1770808739.809892,1770808744.809892,268.0,210.5410447761194,333.91702387473634,3.0,3.0,4.0,4.0,208.0,60.0
263,1770808744.809892,1770808749.809892,1.0,135.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
264,1770808749.809892,1770808754.809892,8.0,201.375,247.26384837716517,3.0,3.0,4.0,4.0,8.0,0.0
265,1770808754.809892,1770808759.809892,56.0,60.0,0.0,2.0,2.0,0.0,0.0,0.0,56.0
266,1770808759.809892,1770808764.809892,5.0,268.8,301.7394571480501,2.0,2.0,2.0,2.0,5.0,0.0
267,1770808764.809892,1770808769.809892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,1770808769.809892,1770808774.809892,59.0,77.69491525423729,98.58485828992416,2.0,2.0,2.0,2.0,5.0,54.0
269,1770808774.809892,1770808779.809892,1.0,135.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
270,1770808779.809892,1770808784.809892,7.0,220.71428571428572,260.4583871342434,3.0,3.0,4.0,4.0,7.0,0.0
