windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueTCPSrcPorts,uniqueTCPDstPorts,uniqueUDPSrcPorts,uniqueUDPDstPorts,TCPPacketCount,UDPPacketCount,label
56,1773349564.767854,1773349569.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
57,1773349565.767854,1773349570.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
58,1773349566.767854,1773349571.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
59,1773349567.767854,1773349572.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
60,1773349568.767854,1773349573.767854,9,146.0,134.82488642680178,4,4,5,5,0,0,9,0,bulboff
61,1773349569.767854,1773349574.767854,6,190.0,148.69431730903506,3,3,4,4,0,0,6,0,bulboff
62,1773349570.767854,1773349575.767854,15,166.66666666666666,139.9646213801732,5,5,6,6,0,0,15,0,bulboff
63,1773349571.767854,1773349576.767854,15,166.66666666666666,139.9646213801732,5,5,6,6,0,0,15,0,bulboff
64,1773349572.767854,1773349577.767854,15,166.66666666666666,139.9646213801732,5,5,6,6,0,0,15,0,bulbchange
65,1773349573.767854,1773349578.767854,12,132.5,124.73717824435359,3,3,4,4,0,0,12,0,bulbchange
66,1773349574.767854,1773349579.767854,12,132.5,124.73717824435359,3,3,4,4,0,0,12,0,idle
67,1773349575.767854,1773349580.767854,5,80.0,11.180339887498949,4,4,3,3,0,0,5,0,idle
68,1773349576.767854,1773349581.767854,6,76.66666666666667,12.909944487358057,4,4,3,3,0,0,6,0,idle
69,1773349577.767854,1773349582.767854,6,76.66666666666667,12.909944487358057,4,4,3,3,0,0,6,0,idle
70,1773349578.767854,1773349583.767854,3,76.66666666666667,14.433756729740644,2,2,2,2,0,0,3,0,idle
71,1773349579.767854,1773349584.767854,3,76.66666666666667,14.433756729740644,2,2,2,2,0,0,3,0,idle
72,1773349580.767854,1773349585.767854,1,60.0,,1,1,1,1,0,0,1,0,idle
74,1773349582.767854,1773349587.767854,10,145.9,124.86210171402868,5,5,5,5,0,0,10,0,bulbon
75,1773349583.767854,1773349588.767854,10,145.9,124.86210171402868,5,5,5,5,0,0,10,0,bulbon
76,1773349584.767854,1773349589.767854,10,145.9,124.86210171402868,5,5,5,5,0,0,10,0,bulbon
77,1773349585.767854,1773349590.767854,13,125.61538461538461,114.80747541103936,6,6,6,6,0,0,13,0,bulbon
78,1773349586.767854,1773349591.767854,13,125.61538461538461,114.80747541103936,6,6,6,6,0,0,13,0,idle
79,1773349587.767854,1773349592.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
80,1773349588.767854,1773349593.767854,6,64.0,6.928203230275509,3,3,2,2,1,1,3,3,idle
81,1773349589.767854,1773349594.767854,10,66.4,6.022181221672648,3,3,2,2,1,1,3,7,idle
82,1773349590.767854,1773349595.767854,8,70.0,0.0,1,1,0,0,1,1,0,8,idle
83,1773349591.767854,1773349596.767854,8,70.0,0.0,1,1,0,0,1,1,0,8,idle
84,1773349592.767854,1773349597.767854,8,70.0,0.0,1,1,0,0,1,1,0,8,idle
85,1773349593.767854,1773349598.767854,5,70.0,0.0,1,1,0,0,1,1,0,5,idle
86,1773349594.767854,1773349599.767854,1,70.0,,1,1,0,0,1,1,0,1,idle
90,1773349598.767854,1773349603.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
91,1773349599.767854,1773349604.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
92,1773349600.767854,1773349605.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
93,1773349601.767854,1773349606.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
94,1773349602.767854,1773349607.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
95,1773349603.767854,1773349608.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
96,1773349604.767854,1773349609.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
105,1773349613.767854,1773349618.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
106,1773349614.767854,1773349619.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
107,1773349615.767854,1773349620.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
108,1773349616.767854,1773349621.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
109,1773349617.767854,1773349622.767854,6,58.0,3.0983866769659336,3,3,3,3,0,0,6,0,idle
110,1773349618.767854,1773349623.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
111,1773349619.767854,1773349624.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
119,1773349627.767854,1773349632.767854,15,174.46666666666667,135.0697527029575,5,5,5,5,0,0,15,0,bulbchange
120,1773349628.767854,1773349633.767854,15,174.46666666666667,135.0697527029575,5,5,5,5,0,0,15,0,bulbchange
121,1773349629.767854,1773349634.767854,15,174.46666666666667,135.0697527029575,5,5,5,5,0,0,15,0,bulbchange
122,1773349630.767854,1773349635.767854,18,155.05555555555554,130.462738526335,6,6,6,6,0,0,18,0,bulbchange
123,1773349631.767854,1773349636.767854,18,155.05555555555554,130.462738526335,6,6,6,6,0,0,18,0,idle
124,1773349632.767854,1773349637.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
125,1773349633.767854,1773349638.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
126,1773349634.767854,1773349639.767854,3,58.0,3.4641016151377544,2,2,2,2,0,0,3,0,idle
129,1773349637.767854,1773349642.767854,3,86.66666666666667,17.8978583448784,2,2,2,2,0,0,3,0,idle
