frame.time_epoch,frame.time_delta,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,ip.len,tcp.len,tcp.flags,tcp.stream,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,dns.qry.name,tcp.window_size_value,tls.record.length,tls.handshake.type,udp.length
1774116760.087792000,0.002001000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.093241000,0.005449000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347\,595,,
1774116760.093409000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347,,
1774116760.093839000,0.000430000,548,192.168.0.55,20.47.114.163,6,64,534,482,0x0018,3617,59551,443,,,,3228,783,,
1774116760.094868000,0.001029000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.095144000,0.000276000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,971,,
1774116760.097055000,0.001911000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347\,407,,
1774116760.097919000,0.000864000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347,,
1774116760.100919000,0.003000000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.106805000,0.005886000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,595,,
1774116760.107495000,0.000690000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.108735000,0.001240000,522,192.168.0.55,20.47.114.163,6,64,508,456,0x0018,3617,59551,443,,,,3228,971\,407,,
1774116760.113696000,0.004961000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.119698000,0.000000000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.126348000,0.000751000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.190282000,0.010044000,666,192.168.0.55,20.47.114.163,6,64,652,600,0x0018,3617,59551,443,,,,3228,595,,
1774116760.197214000,0.006932000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347,,
1774116760.202912000,0.005698000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.205753000,0.002841000,800,192.168.0.55,20.47.114.163,6,64,786,734,0x0018,3617,59551,443,,,,3228,783,,
1774116760.219140000,0.013387000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.225934000,0.006794000,478,192.168.0.55,20.47.114.163,6,64,464,412,0x0018,3617,59551,443,,,,3228,407,,
1774116760.238243000,0.007553000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.239787000,0.001544000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.251971000,0.012184000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.265648000,0.008105000,666,192.168.0.55,20.47.114.163,6,64,652,600,0x0018,3617,59551,443,,,,3228,595,,
1774116760.278401000,0.012753000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.310834000,0.032433000,1042,192.168.0.55,20.47.114.163,6,64,1028,976,0x0018,3617,59551,443,,,,3228,971,,
1774116760.323884000,0.002925000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.325945000,0.001647000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.340037000,0.014092000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.347398000,0.007361000,478,192.168.0.55,20.47.114.163,6,64,464,412,0x0018,3617,59551,443,,,,3228,407,,
1774116760.359164000,0.011766000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.386323000,0.027159000,478,192.168.0.55,20.47.114.163,6,64,464,412,0x0018,3617,59551,443,,,,3228,407,,
1774116760.397246000,0.010923000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.398729000,0.001483000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.410549000,0.011820000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.426708000,0.016159000,666,192.168.0.55,20.47.114.163,6,64,652,600,0x0018,3617,59551,443,,,,3228,595,,
1774116760.438954000,0.012246000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.466251000,0.008130000,854,192.168.0.55,20.47.114.163,6,64,840,788,0x0018,3617,59551,443,,,,3228,783,,
1774116760.477361000,0.011110000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.479376000,0.002015000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.491563000,0.003318000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.505786000,0.014223000,1042,192.168.0.55,20.47.114.163,6,64,1028,976,0x0018,3617,59551,443,,,,3228,971,,
1774116760.518018000,0.012232000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.519372000,0.001354000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.532771000,0.000712000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.551993000,0.014485000,478,192.168.0.55,20.47.114.163,6,64,464,412,0x0018,3617,59551,443,,,,3228,407,,
1774116760.564451000,0.012458000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.586098000,0.021647000,666,192.168.0.55,20.47.114.163,6,64,652,600,0x0018,3617,59551,443,,,,3228,595,,
1774116760.596782000,0.010684000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.598407000,0.001625000,1418,192.168.0.55,20.47.114.163,6,64,1404,1352,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.609679000,0.011272000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.627362000,0.017683000,666,192.168.0.55,20.47.114.163,6,64,652,600,0x0018,3617,59551,443,,,,3228,595,,
1774116760.638089000,0.010727000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.690989000,0.002182000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.691509000,0.000520000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.691675000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.691844000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.692009000,0.000165000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.692723000,0.000714000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.692887000,0.000164000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.696286000,0.003399000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.698265000,0.001979000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.698430000,0.000165000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.698599000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.699115000,0.000516000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.710802000,0.011687000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.711277000,0.000475000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.711427000,0.000150000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.717553000,0.006126000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.718228000,0.000675000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.726711000,0.005973000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.726846000,0.000135000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.727015000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.727774000,0.000759000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.727940000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.728108000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.728277000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.728444000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.728609000,0.000165000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.729208000,0.000599000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.729378000,0.000170000,2419,192.168.0.55,20.47.114.163,6,64,2405,2353,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.745859000,0.016481000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.746183000,0.000324000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.746533000,0.000350000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.747008000,0.000475000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.747103000,0.000095000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.756798000,0.009695000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.756893000,0.000095000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.757071000,0.000178000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.757238000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.757405000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.759318000,0.001913000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.759485000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.759648000,0.000163000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.760250000,0.000602000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.760414000,0.000164000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.770076000,0.009662000,2419,192.168.0.55,20.47.114.163,6,64,2405,2353,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.770806000,0.000730000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.770972000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.771140000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.771306000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,4836,,
1774116760.777586000,0.006280000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347,,
1774116760.778414000,0.000828000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.779990000,0.001576000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.780160000,0.000170000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.780234000,0.000074000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.780279000,0.000045000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.780589000,0.000310000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.781341000,0.000752000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,4544,,
1774116760.783990000,0.002649000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.784315000,0.000325000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.790366000,0.006051000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.795294000,0.004928000,912,192.168.0.55,20.47.114.163,6,64,898,846,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.797042000,0.001748000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.803645000,0.006603000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.803836000,0.000191000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.803998000,0.000162000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.804605000,0.000607000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.804769000,0.000164000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.804938000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.805106000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.805273000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.805439000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.809520000,0.004081000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.819371000,0.009851000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.819585000,0.000214000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.819739000,0.000154000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.819739000,0.000000000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.819763000,0.000024000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.820122000,0.000359000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.820371000,0.000249000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.836870000,0.016499000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.836984000,0.000114000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.837591000,0.000607000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.837756000,0.000165000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.838300000,0.000544000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.839198000,0.000898000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.839354000,0.000156000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.839959000,0.000605000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.840124000,0.000165000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.843097000,0.002973000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.843263000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.844079000,0.000816000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.844560000,0.000481000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.854051000,0.009491000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.854209000,0.000158000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.854377000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.854702000,0.000325000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.854957000,0.000255000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.855024000,0.000067000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.855046000,0.000022000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.855283000,0.000237000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.855417000,0.000134000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.855439000,0.000022000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.855609000,0.000170000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.855782000,0.000173000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.856505000,0.000723000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.860318000,0.003813000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.861054000,0.000736000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.861077000,0.000023000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.862459000,0.001382000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.867255000,0.004796000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.873626000,0.006371000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.873881000,0.000255000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.874256000,0.000375000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.875230000,0.000974000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.875371000,0.000141000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.875540000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.879182000,0.003642000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.879944000,0.000762000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.880092000,0.000148000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.880259000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.884456000,0.004197000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.884603000,0.000147000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.884792000,0.000189000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.885371000,0.000579000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.885538000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.885539000,0.000001000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.886262000,0.000723000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.889586000,0.003324000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1989,,
1774116760.891314000,0.001728000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,1347,,
1774116760.891480000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.892084000,0.000604000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.892131000,0.000047000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,3415,,
1774116760.898410000,0.006279000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.898885000,0.000475000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.905087000,0.006202000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.905536000,0.000449000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.906136000,0.000600000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.906874000,0.000738000,1154,192.168.0.55,20.47.114.163,6,64,1140,1088,0x0018,3617,59551,443,,,,3228,1347,,
1774116760.918814000,0.011940000,66,20.47.114.163,192.168.0.55,6,52,52,0,0x0010,3617,443,59551,,,,1582,,,
1774116760.927906000,0.006598000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.928033000,0.000127000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.928202000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.928371000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.928537000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.929273000,0.000736000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.929440000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.929608000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.930235000,0.000627000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.930401000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.930570000,0.000169000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.930571000,0.000001000,1013,192.168.0.55,20.47.114.163,6,64,999,947,0x0018,3617,59551,443,,,,3228,16408,,
1774116760.934872000,0.004301000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.935009000,0.000137000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.938487000,0.003478000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.938653000,0.000166000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.938821000,0.000168000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.939411000,0.000590000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.940154000,0.000743000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
1774116760.940321000,0.000167000,1472,192.168.0.55,20.47.114.163,6,64,1458,1406,0x0010,3617,59551,443,,,,3228,,,
