frame.time_epoch,frame.time_delta,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,ip.len,tcp.len,tcp.flags,tcp.stream,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,dns.qry.name,tcp.window_size_value,tls.record.length,tls.handshake.type,udp.length
1774114473.377996000,0.001527000,371,192.168.0.52,3.248.160.245,6,255,357,317,0x0018,10,52433,443,,,,2627,312,,
1774114473.401089000,0.016913000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114473.455622000,0.026604000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2594,,,
1774114478.594433000,0.000581000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114478.621589000,0.004508000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114478.623749000,0.001228000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114492.588216000,0.162131000,123,192.168.0.200,54.75.203.10,6,255,109,69,0x0018,19,52536,443,,,,2851,64,,
1774114492.614020000,0.025804000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114492.721172000,0.066035000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2782,,,
1774114503.422472000,0.014317000,85,192.168.0.52,3.248.160.245,6,255,71,31,0x0018,10,52433,443,,,,2594,26,,
1774114503.449415000,0.000246000,85,3.248.160.245,192.168.0.52,6,115,71,31,0x0018,10,443,52433,,,,64032,26,,
1774114503.455640000,0.006225000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2563,,,
1774114509.292756000,0.058185000,372,192.168.0.52,3.248.160.245,6,255,358,318,0x0018,10,52433,443,,,,2563,313,,
1774114509.318581000,0.025825000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114509.491678000,0.028349000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2530,,,
1774114513.252702000,0.133198000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114513.532566000,0.038479000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114513.835523000,0.011421000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114514.142254000,0.054974000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114514.441725000,0.170827000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114514.736589000,0.008490000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114515.037559000,0.078536000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114515.334659000,0.141474000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114533.803896000,0.062463000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114533.828852000,0.000195000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114533.830861000,0.000845000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114534.627886000,0.000730000,371,192.168.0.52,3.248.160.245,6,255,357,317,0x0018,10,52433,443,,,,2530,312,,
1774114534.652948000,0.025062000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114534.747422000,0.020813000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2497,,,
1774114535.651494000,0.083044000,667,192.168.0.200,54.75.203.10,6,255,653,613,0x0018,19,52536,443,,,,2782,608,,
1774114535.676656000,0.001483000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114535.678131000,0.001475000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114535.682061000,0.003247000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2644,,,
1774114545.659635000,0.003483000,315,192.168.0.200,54.75.203.10,6,255,301,261,0x0018,19,52536,443,,,,2644,256,,
1774114545.684956000,0.025321000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114545.736621000,0.051665000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2575,,,
1774114545.782222000,0.045601000,373,192.168.0.59,52.50.169.45,6,255,359,319,0x0018,81,52433,443,,,,2724,314,,
1774114545.809753000,0.015236000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114546.033295000,0.059880000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2691,,,
1774114554.897301000,0.055607000,372,192.168.0.59,52.50.169.45,6,255,358,318,0x0018,81,52433,443,,,,2691,313,,
1774114554.971756000,0.071801000,60,52.50.169.45,192.168.0.59,6,115,40,0,0x0010,81,443,52433,,,,64108,,,
1774114555.062517000,0.008506000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114555.305196000,0.018481000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2658,,,
1774114559.522223000,0.093617000,371,192.168.0.52,3.248.160.245,6,255,357,317,0x0018,10,52433,443,,,,2497,312,,
1774114559.548839000,0.026616000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114559.759925000,0.112604000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2464,,,
1774114576.051961000,0.112966000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114576.355064000,0.028300000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114576.655926000,0.020361000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114576.958044000,0.081369000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114577.253085000,0.090798000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114577.551547000,0.006219000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114577.847040000,0.071772000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114578.147084000,0.029675000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114588.965166000,0.000942000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114588.993085000,0.007631000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114588.995805000,0.000336000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114595.131184000,0.055237000,372,192.168.0.47,52.49.92.112,6,255,358,318,0x0018,71,52433,443,,,,2297,313,,
1774114595.159151000,0.001302000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114595.271221000,0.011698000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2264,,,
1774114598.295325000,0.113034000,667,192.168.0.200,54.75.203.10,6,255,653,613,0x0018,19,52536,443,,,,2575,608,,
1774114598.322463000,0.007824000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114598.324564000,0.002101000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114598.326747000,0.002183000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2437,,,
1774114604.458603000,0.077137000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2264,312,,
1774114604.485229000,0.026626000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114604.521506000,0.020611000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2231,,,
1774114607.017513000,0.113865000,373,192.168.0.59,52.50.169.45,6,255,359,319,0x0018,81,52433,443,,,,2658,314,,
1774114607.045336000,0.024316000,60,52.50.169.45,192.168.0.59,6,115,40,0,0x0010,81,443,52433,,,,64108,,,
1774114607.046984000,0.001648000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114607.055829000,0.008845000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2625,,,
1774114608.284327000,0.006980000,315,192.168.0.200,54.75.203.10,6,255,301,261,0x0018,19,52536,443,,,,2437,256,,
1774114608.352816000,0.068489000,60,54.75.203.10,192.168.0.200,6,115,40,0,0x0010,19,443,52536,,,,65535,,,
1774114608.409551000,0.056735000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114608.501207000,0.000001000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2368,,,
1774114619.708202000,0.053627000,85,192.168.0.47,52.49.92.112,6,255,71,31,0x0018,71,52433,443,,,,2231,26,,
1774114619.735007000,0.019647000,85,52.49.92.112,192.168.0.47,6,115,71,31,0x0018,71,443,52433,,,,64032,26,,
1774114619.771553000,0.017559000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2200,,,
1774114620.154953000,0.013349000,372,192.168.0.59,52.50.169.45,6,255,358,318,0x0018,81,52433,443,,,,2625,313,,
1774114620.181288000,0.026335000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114620.401060000,0.161843000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2592,,,
1774114620.744639000,0.044774000,85,192.168.0.59,52.50.169.45,6,255,71,31,0x0018,81,52433,443,,,,2592,26,,
1774114620.768940000,0.024301000,85,52.50.169.45,192.168.0.59,6,115,71,31,0x0018,81,443,52433,,,,64108,26,,
1774114620.901423000,0.000943000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2561,,,
1774114637.175496000,0.166932000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114637.470363000,0.004399000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114637.771632000,0.076101000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114638.071872000,0.148622000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114638.380814000,0.000689000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114638.672619000,0.000000000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114638.966648000,0.080761000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114639.265221000,0.196055000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114643.863633000,0.099874000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2200,312,,
1774114643.893187000,0.008475000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114644.020613000,0.032933000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2167,,,
1774114644.135755000,0.001946000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114644.162963000,0.024351000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114644.163975000,0.001012000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114647.673967000,0.003137000,667,192.168.0.200,54.75.203.10,6,255,653,613,0x0018,19,52536,443,,,,2368,608,,
1774114647.700086000,0.026119000,60,54.75.203.10,192.168.0.200,6,115,40,0,0x0010,19,443,52536,,,,65535,,,
1774114647.701512000,0.001426000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114647.701637000,0.000125000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114647.707049000,0.005412000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2230,,,
1774114657.641051000,0.095617000,315,192.168.0.200,54.75.203.10,6,255,301,261,0x0018,19,52536,443,,,,2230,256,,
1774114657.666801000,0.025750000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114657.771420000,0.022467000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2161,,,
1774114675.825795000,0.002389000,372,192.168.0.47,52.49.92.112,6,255,358,318,0x0018,71,52433,443,,,,2167,313,,
1774114675.853772000,0.027977000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114676.073932000,0.090786000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2134,,,
1774114691.267572000,0.046651000,373,192.168.0.59,52.50.169.45,6,255,359,319,0x0018,81,52433,443,,,,2561,314,,
1774114691.294435000,0.021575000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114691.433577000,0.012020000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2528,,,
1774114692.624673000,0.026031000,123,192.168.0.200,54.75.203.10,6,255,109,69,0x0018,19,52536,443,,,,2161,64,,
1774114692.648896000,0.024223000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114692.782549000,0.079595000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,2092,,,
1774114695.069446000,0.008123000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2134,312,,
1774114695.097804000,0.021281000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114695.331446000,0.000270000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2101,,,
1774114695.331945000,0.000499000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2101,312,,
1774114695.362401000,0.020470000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114695.492378000,0.083383000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2068,312,,
1774114695.514157000,0.018881000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114695.641152000,0.044142000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2035,,,
1774114698.715050000,0.123820000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114699.015866000,0.193911000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114699.310701000,0.025105000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114699.352922000,0.003096000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114699.377112000,0.024190000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114699.383191000,0.006079000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114699.608862000,0.094357000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114699.910732000,0.006721000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114700.218497000,0.013638000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114700.516754000,0.021145000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114700.820903000,0.003308000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114703.394005000,0.041160000,372,192.168.0.59,52.50.169.45,6,255,358,318,0x0018,81,52433,443,,,,2528,313,,
1774114703.420956000,0.024116000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114703.435653000,0.010153000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2495,,,
1774114703.459213000,0.007269000,85,192.168.0.52,3.248.160.245,6,255,71,31,0x0018,10,52433,443,,,,2464,26,,
1774114703.485414000,0.026201000,85,3.248.160.245,192.168.0.52,6,115,71,31,0x0018,10,443,52433,,,,64032,26,,
1774114703.510269000,0.010460000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2433,,,
1774114718.062966000,0.093485000,667,192.168.0.200,54.75.203.10,6,255,653,613,0x0018,19,52536,443,,,,2092,608,,
1774114718.088647000,0.002111000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114718.090351000,0.001704000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114718.092373000,0.002022000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,1954,,,
1774114728.055432000,0.024772000,315,192.168.0.200,54.75.203.10,6,255,301,261,0x0018,19,52536,443,,,,1954,256,,
1774114728.081895000,0.026463000,123,54.75.203.10,192.168.0.200,6,115,109,69,0x0018,19,443,52536,,,,65535,64,,
1774114728.296751000,0.110995000,60,192.168.0.200,54.75.203.10,6,255,40,0,0x0010,19,52536,443,,,,1885,,,
1774114754.636508000,0.000425000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114754.664002000,0.023914000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114754.665165000,0.001163000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114755.517750000,0.010885000,373,192.168.0.59,52.50.169.45,6,255,359,319,0x0018,81,52433,443,,,,2495,314,,
1774114755.544360000,0.017296000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114755.778998000,0.001886000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2462,,,
1774114758.688333000,0.003015000,372,192.168.0.52,3.248.160.245,6,255,358,318,0x0018,10,52433,443,,,,2433,313,,
1774114758.714070000,0.025737000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114758.762507000,0.048437000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2400,,,
1774114759.884938000,0.006854000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114760.184300000,0.031967000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114760.342532000,0.049501000,372,192.168.0.47,52.49.92.112,6,255,358,318,0x0018,71,52433,443,,,,2035,313,,
1774114760.367162000,0.013025000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114760.391606000,0.024444000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,2002,,,
1774114760.482278000,0.006059000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114760.784318000,0.032686000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114761.089187000,0.025519000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114761.386310000,0.000586000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114761.689273000,0.009117000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114761.993177000,0.002772000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114764.649885000,0.004330000,372,192.168.0.59,52.50.169.45,6,255,358,318,0x0018,81,52433,443,,,,2462,313,,
1774114764.675678000,0.003945000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114764.782253000,0.096458000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2429,,,
1774114779.647387000,0.002279000,371,192.168.0.47,52.49.92.112,6,255,357,317,0x0018,71,52433,443,,,,2002,312,,
1774114779.672458000,0.000276000,87,52.49.92.112,192.168.0.47,6,115,73,33,0x0018,71,443,52433,,,,64032,28,,
1774114779.901373000,0.148911000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,1969,,,
1774114809.889932000,0.028024000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
1774114809.916316000,0.026384000,97,54.75.203.10,192.168.0.55,6,115,83,31,0x0018,5,443,52702,,,,503,26,,
1774114809.917358000,0.001042000,66,192.168.0.55,54.75.203.10,6,64,52,0,0x0010,5,52702,443,,,,5283,,,
1774114819.707972000,0.007408000,98,192.168.0.1,192.168.0.200,1,64,84,,,,,,,,,,,,
1774114819.709651000,0.001679000,98,192.168.0.200,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114819.739508000,0.016636000,98,192.168.0.1,192.168.0.43,1,64,84,,,,,,,,,,,,
1774114819.744399000,0.004891000,85,192.168.0.47,52.49.92.112,6,255,71,31,0x0018,71,52433,443,,,,1969,26,,
1774114819.765763000,0.021364000,98,192.168.0.1,192.168.0.52,1,64,84,,,,,,,,,,,,
1774114819.769288000,0.003525000,85,52.49.92.112,192.168.0.47,6,115,71,31,0x0018,71,443,52433,,,,64032,26,,
1774114819.771184000,0.001896000,98,192.168.0.43,192.168.0.1,1,64,84,,,,,,,,,,,,
1774114819.782665000,0.011481000,98,192.168.0.1,192.168.0.47,1,64,84,,,,,,,,,,,,
1774114819.785943000,0.003278000,98,192.168.0.47,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114819.796792000,0.010849000,98,192.168.0.1,192.168.0.59,1,64,84,,,,,,,,,,,,
1774114819.798546000,0.001754000,98,192.168.0.59,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114819.810295000,0.011749000,98,192.168.0.52,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114819.827248000,0.006797000,98,192.168.0.1,192.168.0.55,1,64,84,,,,,,,,,,,,
1774114819.828447000,0.001199000,98,192.168.0.55,192.168.0.1,1,64,84,,,,,,,,,,,,
1774114819.895784000,0.001050000,60,192.168.0.47,52.49.92.112,6,255,40,0,0x0010,71,52433,443,,,,1938,,,
1774114819.995997000,0.018099000,98,192.168.0.1,192.168.0.52,1,64,84,,,,,,,,,,,,
1774114820.004280000,0.008283000,98,192.168.0.1,192.168.0.47,1,64,84,,,,,,,,,,,,
1774114820.006389000,0.002109000,98,192.168.0.47,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114820.034357000,0.004474000,98,192.168.0.52,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114820.087919000,0.002143000,98,192.168.0.1,192.168.0.200,1,64,84,,,,,,,,,,,,
1774114820.089392000,0.001473000,98,192.168.0.200,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114820.097496000,0.008104000,98,192.168.0.1,192.168.0.59,1,64,84,,,,,,,,,,,,
1774114820.098897000,0.001401000,98,192.168.0.59,192.168.0.1,1,255,84,,,,,,,,,,,,
1774114820.140653000,0.006601000,98,192.168.0.1,192.168.0.55,1,64,84,,,,,,,,,,,,
1774114820.143326000,0.002673000,98,192.168.0.55,192.168.0.1,1,64,84,,,,,,,,,,,,
1774114820.181110000,0.008202000,98,192.168.0.1,192.168.0.43,1,64,84,,,,,,,,,,,,
1774114820.183903000,0.002793000,98,192.168.0.43,192.168.0.1,1,64,84,,,,,,,,,,,,
1774114820.783449000,0.013145000,85,192.168.0.59,52.50.169.45,6,255,71,31,0x0018,81,52433,443,,,,2429,26,,
1774114820.809147000,0.025698000,85,52.50.169.45,192.168.0.59,6,115,71,31,0x0018,81,443,52433,,,,64108,26,,
1774114821.050178000,0.013790000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2398,,,
1774114822.746814000,0.013651000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114823.061300000,0.000564000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114823.356672000,0.065720000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114823.652716000,0.091886000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114823.963108000,0.009662000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114824.268238000,0.000572000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114824.562695000,0.017661000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114824.862704000,0.136253000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,,,,,36
1774114825.774526000,0.119525000,373,192.168.0.59,52.50.169.45,6,255,359,319,0x0018,81,52433,443,,,,2398,314,,
1774114825.802008000,0.020433000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114826.035660000,0.123640000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2365,,,
1774114838.866639000,0.036681000,370,192.168.0.52,3.248.160.245,6,255,356,316,0x0018,10,52433,443,,,,2400,311,,
1774114838.894052000,0.027413000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114839.092868000,0.034437000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2367,,,
1774114839.906285000,0.036000000,372,192.168.0.59,52.50.169.45,6,255,358,318,0x0018,81,52433,443,,,,2365,313,,
1774114839.933889000,0.020362000,87,52.50.169.45,192.168.0.59,6,115,73,33,0x0018,81,443,52433,,,,64108,28,,
1774114840.066737000,0.021965000,60,192.168.0.59,52.50.169.45,6,255,40,0,0x0010,81,52433,443,,,,2332,,,
1774114847.162663000,0.012742000,371,192.168.0.52,3.248.160.245,6,255,357,317,0x0018,10,52433,443,,,,2367,312,,
1774114847.191973000,0.015598000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114847.399750000,0.046847000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2334,,,
1774114860.467772000,0.006546000,370,192.168.0.52,3.248.160.245,6,255,356,316,0x0018,10,52433,443,,,,2334,311,,
1774114860.494030000,0.021741000,87,3.248.160.245,192.168.0.52,6,115,73,33,0x0018,10,443,52433,,,,64032,28,,
1774114860.711787000,0.146990000,60,192.168.0.52,3.248.160.245,6,255,40,0,0x0010,10,52433,443,,,,2301,,,
1774114864.920214000,0.001636000,97,192.168.0.55,54.75.203.10,6,64,83,31,0x0018,5,52702,443,,,,5283,26,,
