windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
130,1773350158.767854,1773350163.767854,3,58.0,3.4641016151377544,2,2,2,2,3,0,idle
132,1773350168.767854,1773350173.767854,3,58.0,3.4641016151377544,2,2,2,2,3,0,bulboff
133,1773350173.767854,1773350178.767854,16,130.8125,123.42134809937326,5,5,6,6,16,0,bulboff
134,1773350178.767854,1773350183.767854,8,185.5,152.3276543695014,3,3,4,4,8,0,bulbon
135,1773350183.767854,1773350188.767854,18,192.22222222222223,145.52362070470394,3,3,4,4,18,0,bulbon
136,1773350188.767854,1773350193.767854,3,86.66666666666667,17.8978583448784,2,2,2,2,3,0,idle
138,1773350198.767854,1773350203.767854,3,58.0,3.4641016151377544,2,2,2,2,3,0,idle
140,1773350208.767854,1773350213.767854,8,70.0,0.0,1,1,0,0,0,8,idle
141,1773350213.767854,1773350218.767854,1477,1201.0798916723088,1362.3415535460047,7,7,6,6,1475,2,idle
142,1773350218.767854,1773350223.767854,1483,1146.1281186783547,1317.8132347818341,5,5,5,5,1483,0,bulboff
143,1773350223.767854,1773350228.767854,1019,1038.05299313052,1018.5698047216686,6,6,3,3,1011,8,idle
144,1773350228.767854,1773350233.767854,99,819.3636363636364,891.9621394745574,7,7,6,6,99,0,bulbon
145,1773350233.767854,1773350238.767854,16,172.125,150.52923304129334,3,3,4,4,16,0,bulbon
146,1773350238.767854,1773350243.767854,6,138.66666666666666,126.45578937583943,3,3,4,4,6,0,bulbchange
147,1773350243.767854,1773350248.767854,8,98.625,63.84341894711735,3,3,3,3,8,0,idle
148,1773350248.767854,1773350253.767854,1,60.0,,1,1,1,1,1,0,idle
149,1773350253.767854,1773350258.767854,3,58.0,3.4641016151377544,2,2,2,2,3,0,idle
151,1773350263.767854,1773350268.767854,3,58.0,3.4641016151377544,2,2,2,2,3,0,idle
152,1773350268.767854,1773350273.767854,6,64.0,6.92820323027551,3,3,2,2,3,3,idle
153,1773350273.767854,1773350278.767854,5,70.0,0.0,1,1,0,0,0,5,idle
154,1773350278.767854,1773350283.767854,12,150.41666666666666,138.368715810878,4,4,5,5,12,0,bulboff
156,1773350288.767854,1773350293.767854,4,58.5,3.0,2,2,2,2,4,0,bulbchange
157,1773350293.767854,1773350298.767854,17,124.94117647058823,121.3422178119776,4,4,5,5,17,0,bulbchange
158,1773350298.767854,1773350303.767854,12,157.5,133.73889078757497,5,5,5,5,12,0,bulbon
