frame.time_epoch,ip.src,ip.dst,ip.ttl,tcp.flags,tcp.window_size_value,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
1770808145.513616000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808145.602158000,192.168.0.35,81.20.48.146,64,0x0010,400,6,60,50130,443,,
1770808145.644907000,192.168.0.35,81.20.48.146,64,0x0010,13,6,60,50130,443,,
1770808145.942048000,81.20.48.146,192.168.0.35,57,0x0018,242,6,886,443,50130,,
1770808145.943555000,192.168.0.35,81.20.48.146,64,0x0010,0,6,60,50130,443,,
1770808146.228922000,81.20.48.146,192.168.0.35,57,0x0010,242,6,60,443,50130,,
1770808146.244605000,192.168.0.35,81.20.48.146,64,0x0010,0,6,60,50130,443,,
1770808146.717529000,192.168.0.35,81.20.48.146,64,0x0010,400,6,60,50130,443,,
1770808146.734142000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.734239000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.734388000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.734485000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.734634000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.734730000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.734880000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.734976000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.735126000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.735229000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.735367000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.735473000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.735620000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.735715000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.735864000,81.20.48.146,192.168.0.35,57,0x0010,242,6,1514,443,50130,,
1770808146.735967000,81.20.48.146,192.168.0.35,57,0x0018,242,6,1514,443,50130,,
1770808146.736111000,81.20.48.146,192.168.0.35,57,0x0018,242,6,2294,443,50130,,
1770808146.736111000,192.168.0.35,81.20.48.146,64,0x0010,400,6,60,50130,443,,
