windowID,windowStart,windowEnd,packetCount,tcpPacketCount,udpPacketCount,tcpRatio,udpRatio,avgPacketLength,stdPacketLength,minPacketLength,maxPacketLength,medianPacketLength,smallPacketCount,largePacketCount,throughput,uniqueSrcIPs,uniqueDstIPs,avgTTL,stdTTL,avgIPLen,stdIPLen,uniqueTCPSrcPorts,uniqueTCPDstPorts,avgTCPLen,stdTCPLen,tcpPayloadPacketCount,tcpPayloadPacketRatio,uniqueTCPStreams,avgTCPWindowSize,minTCPWindowSize,tcpSynCount,tcpAckCount,tcpFinCount,tcpRstCount,tcpPshCount,tcpSynOnlyCount,uniqueUDPSrcPorts,uniqueUDPDstPorts,avgInterArrivalTime,stdInterArrivalTime,minInterArrivalTime,maxInterArrivalTime,packetTo_loungeBulb,packetFrom_loungeBulb,packetTo_bedroomBulb,packetFrom_bedroomBulb,packetTo_camera,packetFrom_camera,packetTo_hub,packetFrom_hub,packetTo_plug,packetFrom_plug,tlsHandshakeCount,avgTLSRecordLen,avgUDPLen,DNSQueryCount,uniqueDNSQueries,label
251,1774116268.696683,1774116269.696683,6,6,0,1.0,0.0,172.33333333333334,153.58732586599282,60,370,87.0,4,0,1034.0,2,2,208.33333333333334,72.29568912920512,156.33333333333334,155.36365941450617,2,2,116.33333333333333,155.36365941450617,4,0.6666666666666666,1,22810.666666666668,2167.0,0,6,0,0,4,0,0,0,0.039925833333333334,0.04803701993011917,0.0,0.10267,2,4,0,0,0,0,0,0,0,0,0,169.5,,0,0,bulbChange
252,1774116273.8769631,1774116274.8769631,3,3,0,1.0,0.0,172.66666666666666,172.2914197902302,60,371,87.0,2,0,518.0,2,2,208.33333333333334,80.82903768654761,156.66666666666666,174.27660007394374,2,2,116.66666666666667,174.27660007394374,2,0.6666666666666666,1,22539.666666666668,1777.0,0,3,0,0,2,0,0,0,0.029005999999999994,0.010544508144052996,0.019114,0.0401,0,0,1,2,0,0,0,0,0,0,0,170.0,,0,0,bulbOn
253,1774116309.589589,1774116310.589589,3,3,0,1.0,0.0,173.33333333333334,173.44259376904316,60,373,87.0,2,0,520.0,2,2,208.33333333333334,80.82903768654761,157.33333333333334,175.42614780395004,2,2,117.33333333333333,175.42614780395007,2,0.6666666666666666,1,22694.333333333332,1971.0,0,3,0,0,2,0,0,0,0.034285333333333334,0.047355389475046375,0.004165,0.088869,0,0,0,0,0,0,0,0,1,2,0,171.0,,0,0,plugOff
254,1774116310.95383,1774116311.95383,4,4,0,1.0,0.0,243.25,284.05677249451384,60,667,123.0,1,1,973.0,2,2,185.0,80.82903768654761,227.75,285.35986052701946,2,2,187.75,285.35986052701946,3,0.75,1,33917.0,2230.0,0,4,0,0,3,0,0,0,0.030381499999999995,0.05690808938689356,0.001298,0.115741,0,0,0,0,0,0,2,2,0,0,0,245.33333333333334,,0,0,movingAroundHouse
255,1774116317.7152035,1774116318.7152035,3,3,0,1.0,0.0,173.0,172.86700089953547,60,372,87.0,2,0,519.0,2,2,208.33333333333334,80.82903768654761,157.0,174.85136545077364,2,2,117.0,174.85136545077364,2,0.6666666666666666,1,22672.333333333332,1938.0,0,3,0,0,2,0,0,0,0.042230333333333335,0.043583128987411325,0.010844,0.091992,0,0,0,0,0,0,0,0,1,2,0,170.5,,0,0,plugOn
256,1774116320.0565195,1774116321.0565195,5,5,0,1.0,0.0,194.6,160.04155710314743,60,370,87.0,3,0,973.0,2,2,199.0,76.68115805072325,179.4,161.32048846938196,2,2,139.4,161.32048846938196,4,0.8,1,26874.6,2070.0,0,5,0,0,4,0,0,0,0.0263212,0.02731690706686978,0.00536,0.072052,2,3,0,0,0,0,0,0,0,0,0,169.25,,0,0,bulbChange
257,1774116352.3316798,1774116353.3316798,3,3,0,1.0,0.0,172.66666666666666,172.2914197902302,60,371,87.0,2,0,518.0,2,2,208.33333333333334,80.82903768654761,156.66666666666666,174.27660007394374,2,2,116.66666666666667,174.27660007394374,2,0.6666666666666666,1,22517.666666666668,1744.0,0,3,0,0,2,0,0,0,0.04304433333333333,0.015719867376454973,0.0261,0.057154,0,0,1,2,0,0,0,0,0,0,0,170.0,,0,0,bulbChange
258,1774116362.2355855,1774116363.2355855,3,3,0,1.0,0.0,172.33333333333334,171.71585055938584,60,370,87.0,2,0,517.0,2,2,208.33333333333334,80.82903768654761,156.33333333333334,173.70185184198047,2,2,116.33333333333333,173.7018518419805,2,0.6666666666666666,1,22713.0,2037.0,0,3,0,0,2,0,0,0,0.047106666666666665,0.04771437305816072,0.012786,0.101593,1,2,0,0,0,0,0,0,0,0,0,169.5,,0,0,bulbOff
259,1774116380.4785824,1774116381.4785824,3,3,0,1.0,0.0,172.0,171.14029332684925,60,369,87.0,2,0,516.0,2,2,208.33333333333334,80.82903768654761,156.0,173.1271209256366,2,2,116.0,173.1271209256366,2,0.6666666666666666,1,22691.0,2004.0,0,3,0,0,2,0,0,0,0.039214,0.034001744852286624,0.005287,0.07329,1,2,0,0,0,0,0,0,0,0,0,169.0,,0,0,bulbOn
260,1774116397.840112,1774116398.840112,3,3,0,1.0,0.0,173.33333333333334,173.44259376904316,60,373,87.0,2,0,520.0,2,2,208.33333333333334,80.82903768654761,157.33333333333334,175.42614780395004,2,2,117.33333333333333,175.42614780395007,2,0.6666666666666666,1,22650.333333333332,1905.0,0,3,0,0,2,0,0,0,0.03068766666666667,0.026535841805628353,0.000388,0.049787,0,0,0,0,0,0,0,0,1,2,0,171.0,,0,0,plugOff
