windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
253,1770808694.809892,1770808699.809892,90,82.81111111111112,53.9610542963537,7,7,4,4,12,46,idle
254,1770808699.809892,1770808704.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,idle
256,1770808709.809892,1770808714.809892,59,77.69491525423729,98.58485828992416,2,2,2,2,5,54,idle
257,1770808714.809892,1770808719.809892,1,135.0,,1,1,1,1,1,0,idle
258,1770808719.809892,1770808724.809892,7,220.71428571428572,260.4583871342434,3,3,4,4,7,0,idle
259,1770808724.809892,1770808729.809892,33,60.0,0.0,2,2,0,0,0,31,idle
260,1770808729.809892,1770808734.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,idle
261,1770808734.809892,1770808739.809892,324,209.4969135802469,301.4810038063411,3,3,4,4,324,0,alexa_shortResponse
262,1770808739.809892,1770808744.809892,268,210.5410447761194,333.91702387473634,3,3,4,4,208,60,alexa_shortResponse
263,1770808744.809892,1770808749.809892,1,135.0,,1,1,1,1,1,0,idle
264,1770808749.809892,1770808754.809892,8,201.375,247.26384837716517,3,3,4,4,8,0,idle
265,1770808754.809892,1770808759.809892,56,60.0,0.0,2,2,0,0,0,56,idle
266,1770808759.809892,1770808764.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,idle
268,1770808769.809892,1770808774.809892,59,77.69491525423729,98.58485828992416,2,2,2,2,5,54,idle
269,1770808774.809892,1770808779.809892,1,135.0,,1,1,1,1,1,0,idle
270,1770808779.809892,1770808784.809892,7,220.71428571428572,260.4583871342434,3,3,4,4,7,0,idle
271,1770808784.809892,1770808789.809892,62,84.25806451612904,116.10875843947528,3,3,4,4,7,51,idle
272,1770808789.809892,1770808794.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,idle
273,1770808794.809892,1770808799.809892,5,351.8,328.4611088089425,2,2,2,2,5,0,idle
