frame.time_epoch,frame.time_delta,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,ip.len,tcp.len,tcp.flags,tcp.stream,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,dns.qry.name
1773402515.192034000,0.026391000,85,52.49.92.112,192.168.0.52,6,115,71,31,0x0018,4,443,52446,,,
1773402515.444290000,0.252256000,60,192.168.0.52,52.49.92.112,6,255,40,0,0x0010,4,52446,443,,,
1773402515.979258000,0.534968000,667,192.168.0.200,52.50.169.45,6,255,653,613,0x0018,5,52436,443,,,
1773402516.007506000,0.028248000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402516.009380000,0.001874000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402516.022242000,0.012862000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402524.906373000,0.440738000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402524.906385000,0.000012000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402524.906449000,0.000064000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402524.906449000,0.000000000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402524.912325000,0.005876000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402525.019585000,0.019917000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402525.968108000,0.851747000,315,192.168.0.200,52.50.169.45,6,255,301,261,0x0018,5,52436,443,,,
1773402525.997820000,0.029712000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402526.192242000,0.020110000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402536.668771000,2.891956000,97,192.168.0.55,52.50.169.45,6,64,83,31,0x0018,7,33881,443,,,
1773402536.707863000,0.039092000,97,52.50.169.45,192.168.0.55,6,115,83,31,0x0018,7,443,33881,,,
1773402536.709185000,0.001322000,66,192.168.0.55,52.50.169.45,6,64,52,0,0x0010,7,33881,443,,,
1773402540.010376000,0.016448000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402540.010449000,0.000073000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402540.022366000,0.011917000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402540.022438000,0.000072000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402540.073523000,0.012727000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402540.076943000,0.003420000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402546.794743000,1.144733000,369,192.168.0.54,192.168.0.47,6,64,355,315,0x0018,2,46974,80,,,
1773402546.901269000,0.106447000,372,192.168.0.47,3.248.160.245,6,255,358,318,0x0018,8,52433,443,,,
1773402546.925717000,0.024448000,87,3.248.160.245,192.168.0.47,6,115,73,33,0x0018,8,443,52433,,,
1773402546.991645000,0.065928000,200,192.168.0.47,192.168.0.54,6,255,186,146,0x0018,2,80,46974,,,
1773402546.991666000,0.000021000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402547.061823000,0.070130000,60,192.168.0.47,3.248.160.245,6,255,40,0,0x0010,8,52433,443,,,
1773402549.786263000,0.533649000,368,192.168.0.54,192.168.0.52,6,64,354,314,0x0018,1,39806,80,,,
1773402549.949817000,0.163472000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402550.014526000,0.064709000,372,192.168.0.52,52.49.92.112,6,255,358,318,0x0018,4,52446,443,,,
1773402550.041250000,0.026724000,87,52.49.92.112,192.168.0.52,6,115,73,33,0x0018,4,443,52446,,,
1773402550.140159000,0.098909000,200,192.168.0.52,192.168.0.54,6,255,186,146,0x0018,1,80,39806,,,
1773402550.140171000,0.000012000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402550.195989000,0.055790000,60,192.168.0.52,52.49.92.112,6,255,40,0,0x0010,4,52446,443,,,
1773402555.678932000,0.017141000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402555.968601000,0.022951000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402556.273635000,0.083577000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402556.568784000,0.295149000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402556.862666000,0.208183000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402557.168638000,0.305972000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402557.466698000,0.289893000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402557.767817000,0.091720000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402562.026373000,0.077370000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402562.026447000,0.000074000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402562.030345000,0.003898000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402565.354370000,0.428877000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402565.354444000,0.000074000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402565.362222000,0.007778000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402574.144936000,0.155222000,368,192.168.0.54,192.168.0.52,6,64,354,314,0x0018,1,39806,80,,,
1773402574.269317000,0.124303000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402574.276160000,0.006843000,371,192.168.0.52,52.49.92.112,6,255,357,317,0x0018,4,52446,443,,,
1773402574.304742000,0.028582000,87,52.49.92.112,192.168.0.52,6,115,73,33,0x0018,4,443,52446,,,
1773402574.519498000,0.028997000,60,192.168.0.52,52.49.92.112,6,255,40,0,0x0010,4,52446,443,,,
1773402574.564971000,0.045473000,200,192.168.0.52,192.168.0.54,6,255,186,146,0x0018,1,80,39806,,,
1773402574.564983000,0.000012000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402574.565583000,0.000573000,368,192.168.0.54,192.168.0.52,6,64,354,314,0x0018,1,39806,80,,,
1773402574.665914000,0.100250000,371,192.168.0.52,52.49.92.112,6,255,357,317,0x0018,4,52446,443,,,
1773402574.689661000,0.023747000,87,52.49.92.112,192.168.0.52,6,115,73,33,0x0018,4,443,52446,,,
1773402574.768138000,0.078477000,60,192.168.0.52,52.49.92.112,6,255,40,0,0x0010,4,52446,443,,,
1773402574.768399000,0.000261000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402574.963901000,0.195502000,200,192.168.0.52,192.168.0.54,6,255,186,146,0x0018,1,80,39806,,,
1773402574.964220000,0.000319000,400,192.168.0.54,192.168.0.52,6,64,386,346,0x0018,1,39806,80,,,
1773402574.966805000,0.002507000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402575.070270000,0.103465000,370,192.168.0.52,52.49.92.112,6,255,356,316,0x0018,4,52446,443,,,
1773402575.073272000,0.003002000,200,192.168.0.52,192.168.0.54,6,255,186,146,0x0018,1,80,39806,,,
1773402575.094436000,0.021164000,87,52.49.92.112,192.168.0.52,6,115,73,33,0x0018,4,443,52446,,,
1773402575.114370000,0.019934000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402575.270142000,0.155699000,60,192.168.0.52,52.49.92.112,6,255,40,0,0x0010,4,52446,443,,,
1773402577.130370000,1.615834000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402577.130444000,0.000074000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402577.245327000,0.114883000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402590.186373000,0.774450000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402590.186449000,0.000076000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402590.250452000,0.064003000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402591.796489000,0.143602000,97,192.168.0.55,52.50.169.45,6,64,83,31,0x0018,7,33881,443,,,
1773402591.820774000,0.024285000,97,52.50.169.45,192.168.0.55,6,115,83,31,0x0018,7,443,33881,,,
1773402591.825688000,0.004914000,66,192.168.0.55,52.50.169.45,6,64,52,0,0x0010,7,33881,443,,,
1773402592.246370000,0.420682000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402592.246445000,0.000075000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402592.299275000,0.052830000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402600.942211000,0.043308000,667,192.168.0.200,52.50.169.45,6,255,653,613,0x0018,5,52436,443,,,
1773402600.970386000,0.005796000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402600.971635000,0.001249000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402600.973828000,0.002193000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402605.290371000,0.462347000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402605.290445000,0.000074000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402605.405019000,0.114574000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402607.105919000,0.434528000,369,192.168.0.54,192.168.0.47,6,64,355,315,0x0018,2,46974,80,,,
1773402607.218512000,0.112513000,200,192.168.0.47,192.168.0.54,6,255,186,146,0x0018,2,80,46974,,,
1773402607.218532000,0.000020000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402607.220037000,0.001476000,371,192.168.0.47,3.248.160.245,6,255,357,317,0x0018,8,52433,443,,,
1773402607.254312000,0.034275000,87,3.248.160.245,192.168.0.47,6,115,73,33,0x0018,8,443,52433,,,
1773402607.312882000,0.058570000,60,192.168.0.47,3.248.160.245,6,255,40,0,0x0010,8,52433,443,,,
1773402610.932094000,0.406359000,315,192.168.0.200,52.50.169.45,6,255,301,261,0x0018,5,52436,443,,,
1773402610.957271000,0.011936000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402611.182877000,0.206461000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402614.005949000,0.183240000,667,192.168.0.200,52.50.169.45,6,255,653,613,0x0018,5,52436,443,,,
1773402614.032719000,0.026770000,60,52.50.169.45,192.168.0.200,6,115,40,0,0x0010,5,443,52436,,,
1773402614.034245000,0.001526000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402614.036647000,0.002402000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402614.039300000,0.002653000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402615.574603000,0.029967000,369,192.168.0.54,192.168.0.47,6,64,355,315,0x0018,2,46974,80,,,
1773402615.721054000,0.013035000,372,192.168.0.47,3.248.160.245,6,255,358,318,0x0018,8,52433,443,,,
1773402615.754003000,0.007928000,87,3.248.160.245,192.168.0.47,6,115,73,33,0x0018,8,443,52433,,,
1773402615.811963000,0.057960000,60,192.168.0.47,3.248.160.245,6,255,40,0,0x0010,8,52433,443,,,
1773402615.812238000,0.000275000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402615.826745000,0.014507000,200,192.168.0.47,192.168.0.54,6,255,186,146,0x0018,2,80,46974,,,
1773402615.826757000,0.000012000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402616.609276000,0.007020000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402616.908241000,0.260354000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402617.205240000,0.296999000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402617.502144000,0.296904000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402617.807235000,0.227081000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402618.112156000,0.304921000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402618.415119000,0.302963000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402618.718384000,0.132775000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773402620.406372000,0.326072000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402620.406447000,0.000075000,60,192.168.0.54,192.168.0.52,6,64,40,0,0x0010,1,39806,80,,,
1773402620.408401000,0.001954000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402623.500062000,0.015519000,98,192.168.0.1,192.168.0.200,1,64,84,,,,,,,,
1773402623.502716000,0.002654000,98,192.168.0.200,192.168.0.1,1,255,84,,,,,,,,
1773402623.507988000,0.005272000,98,192.168.0.1,192.168.0.55,1,64,84,,,,,,,,
1773402623.509381000,0.001393000,98,192.168.0.55,192.168.0.1,1,64,84,,,,,,,,
1773402623.525241000,0.015860000,98,192.168.0.1,192.168.0.43,1,64,84,,,,,,,,
1773402623.535718000,0.010477000,98,192.168.0.1,192.168.0.54,1,64,84,,,,,,,,
1773402623.535738000,0.000020000,98,192.168.0.54,192.168.0.1,1,64,84,,,,,,,,
1773402623.544070000,0.000498000,98,192.168.0.1,192.168.0.52,1,64,84,,,,,,,,
1773402623.545847000,0.001777000,98,192.168.0.52,192.168.0.1,1,255,84,,,,,,,,
1773402623.562446000,0.016599000,98,192.168.0.43,192.168.0.1,1,64,84,,,,,,,,
1773402623.586928000,0.024482000,98,192.168.0.1,192.168.0.47,1,64,84,,,,,,,,
1773402623.643911000,0.007503000,98,192.168.0.47,192.168.0.1,1,255,84,,,,,,,,
1773402623.674443000,0.030532000,98,192.168.0.1,192.168.0.52,1,64,84,,,,,,,,
1773402623.677329000,0.002886000,98,192.168.0.52,192.168.0.1,1,255,84,,,,,,,,
1773402623.682994000,0.005665000,98,192.168.0.1,192.168.0.47,1,64,84,,,,,,,,
1773402623.744172000,0.001768000,98,192.168.0.47,192.168.0.1,1,255,84,,,,,,,,
1773402623.757607000,0.007477000,98,192.168.0.1,192.168.0.54,1,64,84,,,,,,,,
1773402623.757615000,0.000008000,98,192.168.0.54,192.168.0.1,1,64,84,,,,,,,,
1773402623.784937000,0.008629000,98,192.168.0.1,192.168.0.200,1,64,84,,,,,,,,
1773402623.788301000,0.003364000,98,192.168.0.200,192.168.0.1,1,255,84,,,,,,,,
1773402623.850424000,0.007652000,98,192.168.0.1,192.168.0.55,1,64,84,,,,,,,,
1773402623.852312000,0.001888000,98,192.168.0.55,192.168.0.1,1,64,84,,,,,,,,
1773402623.957844000,0.008003000,98,192.168.0.1,192.168.0.43,1,64,84,,,,,,,,
1773402623.962030000,0.004186000,98,192.168.0.43,192.168.0.1,1,64,84,,,,,,,,
1773402623.994894000,0.000192000,315,192.168.0.200,52.50.169.45,6,255,301,261,0x0018,5,52436,443,,,
1773402624.023156000,0.007659000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402624.186118000,0.092637000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402626.470586000,0.333201000,667,192.168.0.200,52.50.169.45,6,255,653,613,0x0018,5,52436,443,,,
1773402626.496800000,0.023995000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402626.498248000,0.001448000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402626.521046000,0.022798000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402630.890368000,0.017089000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402630.890441000,0.000073000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402631.012231000,0.029833000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402631.843437000,0.261670000,369,192.168.0.54,192.168.0.47,6,64,355,315,0x0018,2,46974,80,,,
1773402631.933636000,0.036224000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402632.004329000,0.070693000,371,192.168.0.47,3.248.160.245,6,255,357,317,0x0018,8,52433,443,,,
1773402632.032139000,0.027810000,87,3.248.160.245,192.168.0.47,6,115,73,33,0x0018,8,443,52433,,,
1773402632.063179000,0.031040000,60,192.168.0.47,3.248.160.245,6,255,40,0,0x0010,8,52433,443,,,
1773402632.093020000,0.029841000,200,192.168.0.47,192.168.0.54,6,255,186,146,0x0018,2,80,46974,,,
1773402632.093033000,0.000013000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402635.317271000,0.347959000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0011,1,80,39806,,,
1773402635.317316000,0.000045000,54,192.168.0.54,192.168.0.52,6,64,40,0,0x0011,1,39806,80,,,
1773402635.323072000,0.005687000,60,192.168.0.52,192.168.0.54,6,255,40,0,0x0010,1,80,39806,,,
1773402636.460193000,0.446145000,315,192.168.0.200,52.50.169.45,6,255,301,261,0x0018,5,52436,443,,,
1773402636.484908000,0.024715000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402636.685247000,0.200339000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402639.293843000,0.208221000,667,192.168.0.200,52.50.169.45,6,255,653,613,0x0018,5,52436,443,,,
1773402639.321789000,0.027946000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402639.321989000,0.000200000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402639.325045000,0.003056000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402642.728290000,0.319549000,123,192.168.0.200,52.50.169.45,6,255,109,69,0x0018,5,52436,443,,,
1773402642.753427000,0.025137000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402642.758088000,0.004661000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402646.827166000,0.017516000,97,192.168.0.55,52.50.169.45,6,64,83,31,0x0018,7,33881,443,,,
1773402646.853109000,0.025943000,97,52.50.169.45,192.168.0.55,6,115,83,31,0x0018,7,443,33881,,,
1773402646.854628000,0.001519000,66,192.168.0.55,52.50.169.45,6,64,52,0,0x0010,7,33881,443,,,
1773402647.114371000,0.259743000,54,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402647.114444000,0.000073000,60,192.168.0.54,192.168.0.47,6,64,40,0,0x0010,2,46974,80,,,
1773402647.188827000,0.074383000,60,192.168.0.47,192.168.0.54,6,255,40,0,0x0010,2,80,46974,,,
1773402649.280107000,0.003213000,315,192.168.0.200,52.50.169.45,6,255,301,261,0x0018,5,52436,443,,,
1773402649.313099000,0.008153000,123,52.50.169.45,192.168.0.200,6,115,109,69,0x0018,5,443,52436,,,
1773402649.435131000,0.122032000,60,192.168.0.200,52.50.169.45,6,255,40,0,0x0010,5,52436,443,,,
1773402649.730725000,0.295594000,249,192.168.0.55,52.50.169.45,6,64,235,183,0x0018,7,33881,443,,,
1773402649.743151000,0.012426000,74,192.168.0.55,108.129.45.147,6,64,60,0,0x0002,12,34286,443,,,
1773402649.760853000,0.017702000,99,52.50.169.45,192.168.0.55,6,115,85,33,0x0018,7,443,33881,,,
1773402649.761925000,0.001072000,66,192.168.0.55,52.50.169.45,6,64,52,0,0x0010,7,33881,443,,,
1773402649.768804000,0.006879000,74,108.129.45.147,192.168.0.55,6,242,60,0,0x0012,12,443,34286,,,
1773402649.769875000,0.001071000,66,192.168.0.55,108.129.45.147,6,64,52,0,0x0010,12,34286,443,,,
1773402649.844839000,0.074964000,210,192.168.0.55,108.129.45.147,6,64,196,144,0x0018,12,34286,443,,,
1773402649.872800000,0.027961000,1494,108.129.45.147,192.168.0.55,6,53,1480,1428,0x0010,12,443,34286,,,
1773402649.873005000,0.000205000,1494,108.129.45.147,192.168.0.55,6,53,1480,1428,0x0010,12,443,34286,,,
1773402649.873005000,0.000000000,424,108.129.45.147,192.168.0.55,6,53,410,358,0x0018,12,443,34286,,,
1773402649.876117000,0.003112000,66,192.168.0.55,108.129.45.147,6,64,52,0,0x0010,12,34286,443,,,
1773402649.876118000,0.000001000,66,192.168.0.55,108.129.45.147,6,64,52,0,0x0010,12,34286,443,,,
1773402649.876513000,0.000395000,66,192.168.0.55,108.129.45.147,6,64,52,0,0x0010,12,34286,443,,,
1773402649.917433000,0.040920000,333,192.168.0.55,108.129.45.147,6,64,319,267,0x0018,12,34286,443,,,
1773402649.986620000,0.069187000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402649.991163000,0.004543000,117,192.168.0.55,108.129.45.147,6,64,103,51,0x0018,12,34286,443,,,
1773402650.014923000,0.023760000,117,108.129.45.147,192.168.0.55,6,53,103,51,0x0018,12,443,34286,,,
1773402650.016074000,0.001151000,66,192.168.0.55,108.129.45.147,6,64,52,0,0x0010,12,34286,443,,,
1773402650.017741000,0.001667000,489,192.168.0.55,108.129.45.147,6,64,475,423,0x0018,12,34286,443,,,
1773402650.032008000,0.014267000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.032158000,0.000150000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.032789000,0.000631000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.032979000,0.000190000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.033132000,0.000153000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.033304000,0.000172000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.033470000,0.000166000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.034225000,0.000755000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.034617000,0.000392000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.054706000,0.020089000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402650.054706000,0.000000000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402650.056273000,0.001567000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.056418000,0.000145000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.056586000,0.000168000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.057204000,0.000618000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.057375000,0.000171000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.057546000,0.000171000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.061331000,0.003785000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402650.062332000,0.001001000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402650.062332000,0.000000000,66,108.129.45.147,192.168.0.55,6,53,52,0,0x0010,12,443,34286,,,
1773402650.064249000,0.001917000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.064393000,0.000144000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
1773402650.064562000,0.000169000,1494,192.168.0.55,108.129.45.147,6,64,1480,1428,0x0010,12,34286,443,,,
