frame.time_epoch,frame.time_delta,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,ip.len,tcp.len,tcp.flags,tcp.time_relative,tcp.stream,tcp.analysis.ack_rtt,tcp.time_delta,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,dns.qry.name,tcp.window_size_value,tls.record.length,tls.handshake.type,tls.record.content_type,udp.length
1776413151.513041000,0.001216000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.548024000,1176,,0.001216000,39844,443,,,,683,,,,
1776413151.513213000,0.000172000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.548196000,1176,,0.000172000,39844,443,,,,683,1484,,23,
1776413151.541150000,0.027937000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.576133000,1176,0.162983000,0.027937000,443,39844,,,,19,,,,
1776413151.542313000,0.001163000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.577296000,1176,,0.001163000,39844,443,,,,683,83,,23,
1776413151.542836000,0.000523000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.577819000,1176,,0.000523000,39844,443,,,,683,,,,
1776413151.612563000,0.036825000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.647546000,1176,0.114234000,0.069727000,443,39844,,,,24,,,,
1776413151.614544000,0.001981000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.649527000,1176,,0.001981000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.614884000,0.000340000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.649867000,1176,,0.000340000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.620164000,0.004637000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.655147000,1176,0.121310000,0.005280000,443,39844,,,,25,,,,
1776413151.620565000,0.000401000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.655548000,1176,0.121166000,0.000401000,443,39844,,,,26,,,,
1776413151.620566000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.655549000,1176,0.120828000,0.000001000,443,39844,,,,27,,,,
1776413151.624999000,0.004433000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.659982000,1176,,0.004433000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.625154000,0.000155000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660137000,1176,,0.000155000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.625344000,0.000190000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660327000,1176,,0.000190000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.625535000,0.000191000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660518000,1176,,0.000191000,39844,443,,,,683,894,,23,
1776413151.625703000,0.000168000,1868,192.168.0.35,34.226.116.159,6,64,1854,1802,0x0018,0.660686000,1176,,0.000168000,39844,443,,,,683,1484\,83\,1484\,83,,23\,23\,23\,23,
1776413151.625983000,0.000280000,1555,192.168.0.35,34.226.116.159,6,64,1541,1489,0x0018,0.660966000,1176,,0.000280000,39844,443,,,,683,1484,,23,
1776413151.625983000,0.000000000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.660966000,1176,,0.000000000,39844,443,,,,683,83,,23,
1776413151.625984000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.660967000,1176,0.117146000,0.000001000,443,39844,,,,27,,,,
1776413151.625984000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.660967000,1176,0.116775000,0.000000000,443,39844,,,,27,,,,
1776413151.625984000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.660967000,1176,0.115773000,0.000000000,443,39844,,,,27,,,,
1776413151.625985000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.660968000,1176,0.114819000,0.000001000,443,39844,,,,27,,,,
1776413151.626233000,0.000248000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.661216000,1176,,0.000248000,39844,443,,,,683,,,,
1776413151.626394000,0.000161000,1772,192.168.0.35,34.226.116.159,6,64,1758,1706,0x0018,0.661377000,1176,,0.000161000,39844,443,,,,683,1484\,83\,1484\,83,,23\,23\,23\,23,
1776413151.628015000,0.001621000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.662998000,1176,,0.001621000,39844,443,,,,683,,,,
1776413151.628162000,0.000147000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.663145000,1176,,0.000147000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.628459000,0.000297000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.663442000,1176,,0.000297000,39844,443,,,,683,,,,
1776413151.628595000,0.000136000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.663578000,1176,,0.000136000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.628892000,0.000297000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.663875000,1176,,0.000297000,39844,443,,,,683,,,,
1776413151.628994000,0.000102000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.663977000,1176,,0.000102000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.629278000,0.000284000,1643,192.168.0.35,34.226.116.159,6,64,1629,1577,0x0018,0.664261000,1176,,0.000284000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.631967000,0.002689000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.666950000,1176,0.120294000,0.002689000,443,39844,,,,27,,,,
1776413151.631968000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.666951000,1176,0.118755000,0.000001000,443,39844,,,,27,,,,
1776413151.635589000,0.003621000,1391,192.168.0.35,34.226.116.159,6,64,1377,1325,0x0018,0.670572000,1176,,0.003621000,39844,443,,,,683,1320,,23,
1776413151.635789000,0.000200000,1555,192.168.0.35,34.226.116.159,6,64,1541,1489,0x0018,0.670772000,1176,,0.000200000,39844,443,,,,683,1484,,23,
1776413151.635790000,0.000001000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.670773000,1176,,0.000001000,39844,443,,,,683,83,,23,
1776413151.637050000,0.001260000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.672033000,1176,,0.001260000,39844,443,,,,683,,,,
1776413151.637380000,0.000330000,1285,192.168.0.35,34.226.116.159,6,64,1271,1219,0x0018,0.672363000,1176,,0.000330000,39844,443,,,,683,1484\,83\,1085,,23\,23\,23,
1776413151.637809000,0.000429000,1555,192.168.0.35,34.226.116.159,6,64,1541,1489,0x0018,0.672792000,1176,,0.000429000,39844,443,,,,683,1484,,23,
1776413151.637973000,0.000164000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.672956000,1176,,0.000164000,39844,443,,,,683,83,,23,
1776413151.638821000,0.000848000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.673804000,1176,,0.000848000,39844,443,,,,683,,,,
1776413151.638898000,0.000077000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.673881000,1176,,0.000077000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.657371000,0.016752000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.692354000,1176,0.115058000,0.018473000,443,39844,,,,27,,,,
1776413151.659358000,0.001987000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.694341000,1176,,0.001987000,39844,443,,,,683,,,,
1776413151.709083000,0.038056000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.744066000,1176,0.166247000,0.049725000,443,39844,,,,27,,,,
1776413151.711611000,0.002528000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.746594000,1176,,0.002528000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.736635000,0.025024000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.771618000,1176,0.121751000,0.025024000,443,39844,,,,27,,,,
1776413151.744261000,0.007626000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.779244000,1176,0.119107000,0.007626000,443,39844,,,,27,,,,
1776413151.745411000,0.001150000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.780394000,1176,0.119708000,0.001150000,443,39844,,,,27,,,,
1776413151.745814000,0.000403000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.780797000,1176,0.119831000,0.000403000,443,39844,,,,27,,,,
1776413151.745814000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.780797000,1176,0.119581000,0.000000000,443,39844,,,,27,,,,
1776413151.745815000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.780798000,1176,0.119421000,0.000001000,443,39844,,,,27,,,,
1776413151.745980000,0.000165000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.780963000,1176,,0.000165000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.746097000,0.000117000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.781080000,1176,,0.000117000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.748588000,0.002491000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.783571000,1176,,0.002491000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.748973000,0.000385000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.783956000,1176,,0.000385000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.748974000,0.000001000,840,192.168.0.35,34.226.116.159,6,64,826,774,0x0018,0.783957000,1176,,0.000001000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.749425000,0.000451000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.784408000,1176,,0.000451000,39844,443,,,,683,,,,
1776413151.749707000,0.000282000,814,192.168.0.35,34.226.116.159,6,64,800,748,0x0018,0.784690000,1176,,0.000282000,39844,443,,,,683,1484\,83\,614,,23\,23\,23,
1776413151.749842000,0.000135000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.784825000,1176,0.121680000,0.000135000,443,39844,,,,27,,,,
1776413151.749843000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.784826000,1176,0.121248000,0.000001000,443,39844,,,,27,,,,
1776413151.749843000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.784826000,1176,0.120849000,0.000000000,443,39844,,,,27,,,,
1776413151.749843000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.784826000,1176,0.120565000,0.000000000,443,39844,,,,27,,,,
1776413151.753039000,0.003196000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.788022000,1176,0.117250000,0.003196000,443,39844,,,,27,,,,
1776413151.753039000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.788022000,1176,0.117249000,0.000000000,443,39844,,,,27,,,,
1776413151.755913000,0.002874000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.790896000,1176,0.118533000,0.002874000,443,39844,,,,28,,,,
1776413151.756440000,0.000527000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.791423000,1176,0.118631000,0.000527000,443,39844,,,,29,,,,
1776413151.756440000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.791423000,1176,0.117542000,0.000000000,443,39844,,,,30,,,,
1776413151.760357000,0.003917000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.795340000,1176,,0.003917000,39844,443,,,,683,,,,
1776413151.760494000,0.000137000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.795477000,1176,,0.000137000,39844,443,,,,683,1484,,23,
1776413151.762063000,0.001569000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.797046000,1176,,0.001569000,39844,443,,,,683,83,,23,
1776413151.762843000,0.000780000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.797826000,1176,,0.000780000,39844,443,,,,683,,,,
1776413151.773757000,0.010914000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.808740000,1176,,0.010914000,39844,443,,,,683,1484,,23,
1776413151.774109000,0.000352000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.809092000,1176,,0.000352000,39844,443,,,,683,83,,23,
1776413151.774410000,0.000301000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.809393000,1176,,0.000301000,39844,443,,,,683,,,,
1776413151.774602000,0.000192000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.809585000,1176,,0.000192000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.774793000,0.000191000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.809776000,1176,,0.000191000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.774959000,0.000166000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.809942000,1176,0.115601000,0.000166000,443,39844,,,,34,,,,
1776413151.774981000,0.000022000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.809964000,1176,,0.000022000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.775173000,0.000192000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.810156000,1176,,0.000192000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.775377000,0.000204000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.810360000,1176,,0.000204000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.775561000,0.000184000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.810544000,1176,,0.000184000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.775752000,0.000191000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.810735000,1176,,0.000191000,39844,443,,,,683,1484\,83,,23\,23,
1776413151.776230000,0.000478000,638,192.168.0.35,34.226.116.159,6,64,624,572,0x0018,0.811213000,1176,,0.000478000,39844,443,,,,683,1082\,25,,23\,23,
1776413151.826258000,0.019265000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.861241000,1176,0.114647000,0.050028000,443,39844,,,,39,,,,
1776413151.861753000,0.035495000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.896736000,1176,0.115773000,0.035495000,443,39844,,,,43,,,,
1776413151.868509000,0.006756000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.903492000,1176,0.122412000,0.006756000,443,39844,,,,47,,,,
1776413151.868510000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.903493000,1176,0.119922000,0.000001000,443,39844,,,,48,,,,
1776413151.869034000,0.000524000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.904017000,1176,0.120061000,0.000524000,443,39844,,,,49,,,,
1776413151.869035000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.904018000,1176,0.119328000,0.000001000,443,39844,,,,49,,,,
1776413151.877736000,0.005411000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.912719000,1176,0.115673000,0.008701000,443,39844,,,,49,,,,
1776413151.890489000,0.012753000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.925472000,1176,0.116732000,0.012753000,443,39844,,,,49,,,,
1776413151.890489000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.925472000,1176,0.115887000,0.000000000,443,39844,,,,49,,,,
1776413151.896663000,0.006174000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.931646000,1176,0.121682000,0.006174000,443,39844,,,,49,,,,
1776413151.897389000,0.000726000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.932372000,1176,0.121159000,0.000726000,443,39844,,,,49,,,,
1776413151.959463000,0.057302000,556,34.226.116.159,192.168.0.35,6,243,542,490,0x0018,0.994446000,1176,,0.062074000,443,39844,,,,49,485,,23,
1776413151.959464000,0.000001000,97,34.226.116.159,192.168.0.35,6,243,83,31,0x0018,0.994447000,1176,,0.000001000,443,39844,,,,49,26,,21,
1776413151.978999000,0.017696000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,1.013982000,1176,0.019535000,0.019535000,39844,443,,,,728,,,,
1776413151.979000000,0.000001000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0011,1.013983000,1176,,0.000001000,39844,443,,,,728,,,,
1776413152.101375000,0.036304000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0011,1.136358000,1176,0.122375000,0.122375000,443,39844,,,,49,,,,
1776413152.126981000,0.024197000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,1.161964000,1176,0.025606000,0.025606000,39844,443,,,,728,,,,
1776413152.980328000,0.137187000,74,192.168.0.35,34.226.116.159,6,64,60,0,0x0002,0.000000000,1179,,0.000000000,39846,443,,,,29200,,,,
1776413153.098757000,0.040375000,74,34.226.116.159,192.168.0.35,6,243,60,0,0x0012,0.118429000,1179,0.118429000,0.118429000,443,39846,,,,26847,,,,
1776413153.112237000,0.013480000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.131909000,1179,0.013480000,0.013480000,39846,443,,,,457,,,,
1776413153.112455000,0.000218000,467,192.168.0.35,34.226.116.159,6,64,453,401,0x0018,0.132127000,1179,,0.000218000,39846,443,,,,457,396,1,22,
1776413153.232676000,0.120221000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.252348000,1179,0.120221000,0.120221000,443,39846,,,,7,,,,
1776413153.232929000,0.000253000,170,34.226.116.159,192.168.0.35,6,243,156,104,0x0018,0.252601000,1179,,0.000253000,443,39846,,,,7,99,2,22,
1776413153.233053000,0.000124000,2962,34.226.116.159,192.168.0.35,6,243,2948,2896,0x0010,0.252725000,1179,,0.000124000,443,39846,,,,7,,,,
1776413153.233172000,0.000119000,1029,34.226.116.159,192.168.0.35,6,243,1015,963,0x0018,0.252844000,1179,,0.000119000,443,39846,,,,7,3854,11,22,
1776413153.233829000,0.000657000,404,34.226.116.159,192.168.0.35,6,243,390,338,0x0018,0.253501000,1179,,0.000657000,443,39846,,,,7,333,12,22,
1776413153.233952000,0.000123000,75,34.226.116.159,192.168.0.35,6,243,61,9,0x0018,0.253624000,1179,,0.000123000,443,39846,,,,7,4,14,22,
1776413153.234472000,0.000520000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.254144000,1179,0.001543000,0.000520000,39846,443,,,,457,,,,
1776413153.235683000,0.001211000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.255355000,1179,0.002630000,0.001211000,39846,443,,,,502,,,,
1776413153.235942000,0.000259000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.255614000,1179,0.002889000,0.000259000,39846,443,,,,547,,,,
1776413153.235942000,0.000000000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.255614000,1179,0.002770000,0.000000000,39846,443,,,,592,,,,
1776413153.235942000,0.000000000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.255614000,1179,0.002113000,0.000000000,39846,443,,,,638,,,,
1776413153.235943000,0.000001000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.255615000,1179,0.001991000,0.000001000,39846,443,,,,638,,,,
1776413153.253824000,0.017881000,141,192.168.0.35,34.226.116.159,6,64,127,75,0x0018,0.273496000,1179,,0.017881000,39846,443,,,,638,70,16,22,
1776413153.254473000,0.000649000,72,192.168.0.35,34.226.116.159,6,64,58,6,0x0018,0.274145000,1179,,0.000649000,39846,443,,,,638,1,,20,
1776413153.254940000,0.000467000,111,192.168.0.35,34.226.116.159,6,64,97,45,0x0018,0.274612000,1179,,0.000467000,39846,443,,,,638,40,,22,
1776413153.367726000,0.006333000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.387398000,1179,0.113902000,0.112786000,443,39846,,,,7,,,,
1776413153.374282000,0.006556000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.393954000,1179,0.119809000,0.006556000,443,39846,,,,7,,,,
1776413153.374283000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.393955000,1179,0.119343000,0.000001000,443,39846,,,,7,,,,
1776413153.374283000,0.000000000,219,34.226.116.159,192.168.0.35,6,243,205,153,0x0018,0.393955000,1179,,0.000000000,443,39846,,,,7,148,4,22,
1776413153.374283000,0.000000000,117,34.226.116.159,192.168.0.35,6,243,103,51,0x0018,0.393955000,1179,,0.000000000,443,39846,,,,7,1\,40,,20\,22,
1776413153.383108000,0.008825000,66,192.168.0.35,34.226.116.159,6,64,52,0,0x0010,0.402780000,1179,0.008825000,0.008825000,39846,443,,,,683,,,,
1776413153.383532000,0.000424000,449,192.168.0.35,34.226.116.159,6,64,435,383,0x0018,0.403204000,1179,,0.000424000,39846,443,,,,683,378,,23,
1776413153.389926000,0.006394000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.409598000,1179,,0.006394000,39846,443,,,,683,,,,
1776413153.390100000,0.000174000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.409772000,1179,,0.000174000,39846,443,,,,683,1484,,23,
1776413153.390401000,0.000301000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.410073000,1179,,0.000301000,39846,443,,,,683,83,,23,
1776413153.392155000,0.001754000,283,192.168.0.35,34.226.116.159,6,64,269,217,0x0018,0.411827000,1179,,0.001754000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.393102000,0.000947000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.412774000,1179,,0.000947000,39846,443,,,,683,,,,
1776413153.393231000,0.000129000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.412903000,1179,,0.000129000,39846,443,,,,683,1484,,23,
1776413153.394001000,0.000770000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.413673000,1179,,0.000770000,39846,443,,,,683,83,,23,
1776413153.395027000,0.001026000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.414699000,1179,,0.001026000,39846,443,,,,683,,,,
1776413153.395142000,0.000115000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.414814000,1179,,0.000115000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.504701000,0.017605000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.524373000,1179,0.114601000,0.109559000,443,39846,,,,8,,,,
1776413153.511577000,0.006876000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.531249000,1179,0.119422000,0.006876000,443,39846,,,,10,,,,
1776413153.511578000,0.000001000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.531250000,1179,0.118347000,0.000001000,443,39846,,,,14,,,,
1776413153.511702000,0.000124000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.531374000,1179,0.116560000,0.000124000,443,39846,,,,15,,,,
1776413153.513767000,0.002065000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.533439000,1179,,0.002065000,39846,443,,,,683,,,,
1776413153.513867000,0.000100000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.533539000,1179,,0.000100000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.514045000,0.000178000,1901,192.168.0.35,34.226.116.159,6,64,1887,1835,0x0018,0.533717000,1179,,0.000178000,39846,443,,,,683,1484\,83\,1484\,83,,23\,23\,23\,23,
1776413153.514292000,0.000247000,2158,192.168.0.35,34.226.116.159,6,64,2144,2092,0x0018,0.533964000,1179,,0.000247000,39846,443,,,,683,1484\,83\,510,,23\,23\,23,
1776413153.518656000,0.002260000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.538328000,1179,,0.004364000,39846,443,,,,683,,,,
1776413153.518803000,0.000147000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.538475000,1179,,0.000147000,39846,443,,,,683,1484,,23,
1776413153.519259000,0.000456000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.538931000,1179,,0.000456000,39846,443,,,,683,83,,23,
1776413153.520135000,0.000876000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.539807000,1179,,0.000876000,39846,443,,,,683,,,,
1776413153.520298000,0.000163000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.539970000,1179,,0.000163000,39846,443,,,,683,1484,,23,
1776413153.520536000,0.000238000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.540208000,1179,,0.000238000,39846,443,,,,683,83,,23,
1776413153.521305000,0.000769000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.540977000,1179,,0.000769000,39846,443,,,,683,,,,
1776413153.521380000,0.000075000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.541052000,1179,,0.000075000,39846,443,,,,683,1484,,23,
1776413153.521760000,0.000380000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.541432000,1179,,0.000380000,39846,443,,,,683,83,,23,
1776413153.522932000,0.001172000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.542604000,1179,,0.001172000,39846,443,,,,683,,,,
1776413153.523103000,0.000171000,107,192.168.0.35,34.226.116.159,6,64,93,41,0x0018,0.542775000,1179,,0.000171000,39846,443,,,,683,1484,,23,
1776413153.523533000,0.000430000,154,192.168.0.35,34.226.116.159,6,64,140,88,0x0018,0.543205000,1179,,0.000430000,39846,443,,,,683,83,,23,
1776413153.636550000,0.113017000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.656222000,1179,0.122505000,0.113017000,443,39846,,,,24,,,,
1776413153.636952000,0.000402000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.656624000,1179,0.122660000,0.000402000,443,39846,,,,25,,,,
1776413153.636952000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.656624000,1179,0.118149000,0.000000000,443,39846,,,,27,,,,
1776413153.636952000,0.000000000,66,34.226.116.159,192.168.0.35,6,243,52,0,0x0010,0.656624000,1179,0.116654000,0.000000000,443,39846,,,,27,,,,
1776413153.639831000,0.002879000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.659503000,1179,,0.002879000,39846,443,,,,683,,,,
1776413153.640167000,0.000336000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.659839000,1179,,0.000336000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.640358000,0.000191000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660030000,1179,,0.000191000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.640548000,0.000190000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660220000,1179,,0.000190000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.640741000,0.000193000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.660413000,1179,,0.000193000,39846,443,,,,683,1484\,83,,23\,23,
1776413153.640923000,0.000182000,1540,192.168.0.35,34.226.116.159,6,64,1526,1474,0x0018,0.660595000,1179,,0.000182000,39846,443,,,,683,1484\,83\,824,,23\,23\,23,
1776413153.641958000,0.001035000,1514,192.168.0.35,34.226.116.159,6,64,1500,1448,0x0010,0.661630000,1179,,0.001035000,39846,443,,,,683,,,,
1776413153.642159000,0.000201000,195,192.168.0.35,34.226.116.159,6,64,181,129,0x0018,0.661831000,1179,,0.000201000,39846,443,,,,683,1484\,83,,23\,23,
