windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
403,1773243254.456046,1773243259.456046,445,316.26067415730336,366.12758619560265,5,5,7,7,445,0,idle
404,1773243259.456046,1773243264.456046,393,315.4910941475827,367.6748030016746,5,5,7,7,393,0,idle
405,1773243264.456046,1773243269.456046,569,316.4762741652021,363.780240332699,5,6,8,8,562,7,idle
406,1773243269.456046,1773243274.456046,467,318.6766595289079,368.84632858509735,5,6,7,7,466,1,idle
407,1773243274.456046,1773243279.456046,494,321.6842105263158,367.5431415856612,5,5,7,7,494,0,idle
408,1773243279.456046,1773243284.456046,467,313.7837259100642,367.15416169101513,6,6,10,10,467,0,idle
409,1773243284.456046,1773243289.456046,430,319.00697674418603,369.2874351252981,5,5,8,8,430,0,idle
410,1773243289.456046,1773243294.456046,394,308.5888324873096,351.60677851018124,5,5,7,7,394,0,bulboff
411,1773243294.456046,1773243299.456046,624,319.4583333333333,363.9299866447397,6,6,9,9,624,0,bulboff
412,1773243299.456046,1773243304.456046,488,313.07377049180326,361.3933546212477,6,6,9,9,488,0,bulbon
413,1773243304.456046,1773243309.456046,399,315.4862155388471,367.7513896758328,5,5,7,7,399,0,idle
414,1773243309.456046,1773243314.456046,399,319.68671679197996,371.0141264278799,5,5,7,8,399,0,idle
415,1773243314.456046,1773243319.456046,434,316.889400921659,358.07600020070134,5,5,8,8,434,0,idle
416,1773243319.456046,1773243324.456046,393,307.05089058524175,363.1364890071494,5,5,7,7,393,0,idle
417,1773243324.456046,1773243329.456046,591,319.1421319796954,364.1974926637545,5,5,7,7,591,0,idle
418,1773243329.456046,1773243334.456046,442,309.31447963800906,364.4310798894778,5,6,8,8,434,8,idle
419,1773243334.456046,1773243339.456046,407,321.3046683046683,372.80417944234523,6,6,8,8,407,0,idle
420,1773243339.456046,1773243344.456046,533,323.31144465290805,368.00371417550826,5,5,8,8,533,0,idle
421,1773243344.456046,1773243349.456046,399,312.9974937343358,355.3831148002955,6,6,9,9,399,0,idle
422,1773243349.456046,1773243354.456046,345,314.5072463768116,368.8119606276193,5,5,7,7,345,0,idle
423,1773243354.456046,1773243359.456046,690,324.64927536231886,365.9894101837827,5,5,7,7,690,0,idle
424,1773243359.456046,1773243364.456046,537,316.2048417132216,363.41958365295096,5,5,8,8,537,0,idle
425,1773243364.456046,1773243369.456046,452,321.92699115044246,371.03901155363195,5,5,7,7,452,0,idle
426,1773243369.456046,1773243374.456046,452,323.4446902654867,371.12930557601055,5,5,8,8,452,0,bulbchange
427,1773243374.456046,1773243379.456046,357,300.1484593837535,348.0772593257114,7,7,10,10,357,0,bulbchange
428,1773243379.456046,1773243384.456046,377,310.3129973474801,364.78489386676324,5,5,8,7,377,0,bulboff
429,1773243384.456046,1773243389.456046,682,320.6627565982405,363.66763729683123,6,6,9,9,682,0,bulboff
430,1773243389.456046,1773243394.456046,505,311.87722772277226,362.9602288876894,6,7,8,8,497,8,bulbon
431,1773243394.456046,1773243399.456046,431,315.9443155452436,368.6438902548947,6,6,9,9,431,0,bulbon
