frame.time_epoch,ip.src,ip.dst,ip.ttl,tcp.flags,tcp.window_size_value,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
1770907589.298478000,192.168.0.35,81.20.49.120,64,0x0010,5350,6,60,34710,443,,
1770907589.298633000,192.168.0.35,81.20.49.120,64,0x0010,5350,6,60,34710,443,,
1770907589.299878000,192.168.0.35,81.20.49.120,64,0x0010,5350,6,60,34710,443,,
1770907589.300084000,192.168.0.35,81.20.49.120,64,0x0010,5350,6,60,34710,443,,
1770907589.300888000,192.168.0.35,81.20.49.120,64,0x0010,5350,6,60,34710,443,,
1770907590.075053000,192.168.0.35,194.168.4.123,64,,,17,74,,,45886,53
1770907590.098007000,194.168.4.123,192.168.0.35,57,,,17,217,,,53,45886
1770907590.103417000,192.168.0.35,108.156.46.52,64,0x0002,29200,6,74,48415,443,,
1770907590.118796000,108.156.46.52,192.168.0.35,248,0x0012,65535,6,74,443,48415,,
1770907590.128234000,192.168.0.35,108.156.46.52,64,0x0010,457,6,66,48415,443,,
1770907590.130888000,192.168.0.35,108.156.46.52,64,0x0018,457,6,320,48415,443,,
1770907590.146402000,108.156.46.52,192.168.0.35,248,0x0010,131,6,66,443,48415,,
1770907590.146402000,108.156.46.52,192.168.0.35,248,0x0010,131,6,66,443,48415,,
1770907590.146557000,108.156.46.52,192.168.0.35,248,0x0010,131,6,1494,443,48415,,
1770907590.146834000,108.156.46.52,192.168.0.35,248,0x0018,131,6,1494,443,48415,,
1770907590.148336000,108.156.46.52,192.168.0.35,248,0x0018,131,6,1540,443,48415,,
1770907590.149198000,192.168.0.35,108.156.46.52,64,0x0010,502,6,66,48415,443,,
1770907590.149330000,192.168.0.35,108.156.46.52,64,0x0010,547,6,66,48415,443,,
1770907590.150321000,192.168.0.35,108.156.46.52,64,0x0010,592,6,66,48415,443,,
1770907590.150486000,192.168.0.35,108.156.46.52,64,0x0010,592,6,66,48415,443,,
1770907590.191957000,192.168.0.35,108.156.46.52,64,0x0018,592,6,130,48415,443,,
1770907590.192472000,192.168.0.35,108.156.46.52,64,0x0010,592,6,1494,48415,443,,
1770907590.192639000,192.168.0.35,108.156.46.52,64,0x0018,592,6,916,48415,443,,
1770907590.203334000,108.156.46.52,192.168.0.35,248,0x0010,131,6,66,443,48415,,
1770907590.203334000,108.156.46.52,192.168.0.35,248,0x0018,131,6,245,443,48415,,
1770907590.203334000,108.156.46.52,192.168.0.35,248,0x0018,131,6,128,443,48415,,
1770907590.206195000,192.168.0.35,108.156.46.52,64,0x0010,637,6,66,48415,443,,
1770907590.206347000,192.168.0.35,108.156.46.52,64,0x0010,637,6,66,48415,443,,
1770907590.208301000,192.168.0.35,108.156.46.52,64,0x0018,637,6,97,48415,443,,
1770907590.209814000,108.156.46.52,192.168.0.35,248,0x0010,142,6,66,443,48415,,
1770907590.209814000,108.156.46.52,192.168.0.35,248,0x0018,142,6,97,443,48415,,
1770907590.212502000,192.168.0.35,108.156.46.52,64,0x0010,637,6,78,48415,443,,
1770907590.269550000,108.156.46.52,192.168.0.35,248,0x0010,142,6,66,443,48415,,
1770907590.306112000,108.156.46.52,192.168.0.35,248,0x0018,142,6,1592,443,48415,,
1770907590.306112000,108.156.46.52,192.168.0.35,248,0x0018,142,6,97,443,48415,,
1770907590.308085000,192.168.0.35,108.156.46.52,64,0x0010,682,6,66,48415,443,,
1770907590.308170000,192.168.0.35,108.156.46.52,64,0x0010,682,6,66,48415,443,,
1770907590.308340000,192.168.0.35,108.156.46.52,64,0x0010,682,6,66,48415,443,,
1770907590.313784000,192.168.0.35,108.156.46.52,64,0x0010,682,6,1494,48415,443,,
1770907590.314153000,192.168.0.35,108.156.46.52,64,0x0010,682,6,1494,48415,443,,
1770907590.314343000,192.168.0.35,108.156.46.52,64,0x0010,682,6,1494,48415,443,,
1770907590.314531000,192.168.0.35,108.156.46.52,64,0x0010,682,6,1494,48415,443,,
