windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueTCPSrcPorts,uniqueTCPDstPorts,uniqueUDPSrcPorts,uniqueUDPDstPorts,TCPPacketCount,UDPPacketCount,avgInterArrivalTime,stdInterArrivalTime,avgTTL,stdTTL,avgIPLen,stdIPLen,avgTCPLen,stdTCPLen,tcpPayloadPacketCount,uniqueTCPStreams,DNSQueryCount,uniqueDNSQueries,label
85391,1773831990.793076,1773831995.793076,2299,1036.7068290561112,834.1256243404636,0,0,4,4,3,3,2289,10,0.0015307520661157026,0.0030192583776253086,60.39538929969552,5.947024295083082,1022.6937799043062,834.1409574069497,974.6758409785933,833.7763000208157,1576,3,10,1,idle
85392,1773831991.793076,1773831996.793076,2035,1035.8742014742015,849.9554600498911,0,0,3,3,0,0,2035,0,0.0017173272727272727,0.003402476144296325,60.202457002457,5.582517120588664,1021.8683046683046,849.9622545571675,969.8800982800983,849.948707094859,1390,2,0,0,idle
85393,1773831992.793076,1773831997.793076,1672,1025.8785885167465,890.6459817030553,0,0,2,2,0,0,1672,0,0.0019927511961722487,0.003868188930305391,60.0311004784689,5.6474512861462856,1011.8785885167464,890.6459817030554,959.8785885167464,890.6459817030554,1119,1,0,0,idle
85394,1773831993.793076,1773831998.793076,1143,1000.9361329833771,980.2521300534623,0,0,2,2,0,0,1143,0,0.0028015459317585305,0.004805146679772831,59.70603674540683,5.754859999457818,986.9361329833771,980.2521300534623,934.9361329833771,980.2521300534623,734,1,0,0,idle
85395,1773831994.793076,1773831999.793076,1219,989.8383921246924,866.629143037898,0,0,2,2,0,0,1219,0,0.002794935192780968,0.004709592485820412,59.78671041837572,5.730148476884431,975.8383921246924,866.629143037898,923.8383921246924,866.629143037898,791,1,0,0,idle
85396,1773831995.793076,1773832000.793076,1051,964.0475737392959,884.9060071804845,0,0,2,2,0,0,1051,0,0.0030406784015223594,0.004881031216698033,59.60418648905804,5.784325418910607,950.0475737392959,884.9060071804845,898.0475737392959,884.9060071804845,666,1,0,0,idle
85397,1773831996.793076,1773832001.793076,1281,998.8032786885246,866.1685939500992,0,0,2,2,0,0,1281,0,0.0026420249804839967,0.0045321166051650735,59.840749414519905,5.712890637666637,984.8032786885246,866.1685939500992,932.8032786885246,866.1685939500992,837,1,0,0,idle
85398,1773831997.793076,1773832002.793076,1025,982.0458536585365,781.4535190192544,0,0,2,2,0,0,1025,0,0.0032103492682926827,0.005080630478354042,59.7619512195122,5.738262144501975,968.0458536585365,781.4535190192544,916.0458536585365,781.4535190192544,663,1,0,0,idle
85399,1773831998.793076,1773832003.793076,1272,1009.5141509433962,767.5303225430507,0,0,2,2,0,0,1272,0,0.0025860636792452833,0.004567706489672924,59.9622641509434,5.672284730782602,995.5141509433962,767.5303225430507,943.5141509433962,767.5303225430507,844,1,0,0,idle
85400,1773831999.793076,1773832004.793076,1040,978.651923076923,748.7161240767465,0,0,2,2,0,0,1040,0,0.0031990125,0.005074429209910052,59.78846153846154,5.730006587621711,964.651923076923,748.7161240767465,912.651923076923,748.7161240767465,675,1,0,0,idle
85401,1773832000.793076,1773832005.793076,1268,998.4495268138801,752.8996688938405,0,0,2,2,0,0,1268,0,0.0026692476340694003,0.004555718848081466,59.921135646687695,5.686364252258874,984.4495268138801,752.8996688938405,932.4495268138801,752.8996688938405,837,1,0,0,idle
85402,1773832001.793076,1773832006.793076,1016,972.5935039370079,746.8749323999399,0,0,2,2,0,0,1016,0,0.0031066801181102357,0.004844656040909161,59.75984251968504,5.738934658075336,958.5935039370079,746.8749323999399,906.5935039370079,746.8749323999399,657,1,0,0,idle
