windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,tcpPacketCount,udpPacketCount,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,avgInterPacketTime,stdInterPacketTime,maxInterPacketTime,smallPackets,mediumPackets,largePackets,count_size_200,count_size_368,count_size_369,count_size_74,anomalousRatio,cameraExternalPkts,cameraExternalBytes,rpi_pktsTo,rpi_pktsFrom,rpi_bytesTo,rpi_bytesFrom,rpi_avgLenTo,rpi_avgLenFrom,hub_pktsTo,hub_pktsFrom,hub_bytesTo,hub_bytesFrom,hub_avgLenTo,hub_avgLenFrom,lounge_pktsTo,lounge_pktsFrom,lounge_bytesTo,lounge_bytesFrom,lounge_avgLenTo,lounge_avgLenFrom,bedroom_pktsTo,bedroom_pktsFrom,bedroom_bytesTo,bedroom_bytesFrom,bedroom_avgLenTo,bedroom_avgLenFrom,camera_pktsTo,camera_pktsFrom,camera_bytesTo,camera_bytesFrom,camera_avgLenTo,camera_avgLenFrom,label,packetCount_delta,cameraExternalPkts_delta,lounge_pktsTo_delta,bedroom_pktsTo_delta,hub_pktsTo_delta,camera_pktsTo_delta
0,1773349508.767854,1773349513.767854,36,123.55555555555556,68.35058499483236,36,0,3,3,3,3,0.006702545710972377,0.015549109668109837,0.07190108299255371,18,18,0,0,0,0,4,0.3333333333333333,0,0,8,28,1256,3192,157.0,114.0,0,0,0,0,0.0,0.0,14,4,1596,628,114.0,157.0,14,4,1596,628,114.0,157.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
4,1773349512.767854,1773349517.767854,5,206.6,231.91774403870005,5,0,2,2,2,2,0.07127946615219116,0.10366988481122259,0.2500319480895996,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,3,246,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-31.0,0.0,-14.0,-14.0,2.0,0.0
5,1773349513.767854,1773349518.767854,5,206.6,231.91774403870005,5,0,2,2,2,2,0.07127946615219116,0.10366988481122259,0.2500319480895996,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,3,246,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
6,1773349514.767854,1773349519.767854,5,206.6,231.91774403870005,5,0,2,2,2,2,0.07127946615219116,0.10366988481122259,0.2500319480895996,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,3,246,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
7,1773349515.767854,1773349520.767854,5,206.6,231.91774403870005,5,0,2,2,2,2,0.07127946615219116,0.10366988481122259,0.2500319480895996,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,3,246,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
8,1773349516.767854,1773349521.767854,5,206.6,231.91774403870005,5,0,2,2,2,2,0.07127946615219116,0.10366988481122259,0.2500319480895996,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,3,246,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
11,1773349519.767854,1773349524.767854,6,58.0,2.8284271247461903,6,0,3,3,3,3,0.030606174468994142,0.038775533025426905,0.10431599617004395,6,0,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,1.0,0.0,2.0,2.0,-2.0,0.0
12,1773349520.767854,1773349525.767854,6,58.0,2.8284271247461903,6,0,3,3,3,3,0.030606174468994142,0.038775533025426905,0.10431599617004395,6,0,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
13,1773349521.767854,1773349526.767854,6,58.0,2.8284271247461903,6,0,3,3,3,3,0.030606174468994142,0.038775533025426905,0.10431599617004395,6,0,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
14,1773349522.767854,1773349527.767854,9,94.0,80.73413156775763,9,0,5,5,5,5,0.412227988243103,1.0130841721707633,3.0911941528320312,7,2,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,3.0,0.0,0.0,0.0,1.0,0.0
15,1773349523.767854,1773349528.767854,9,94.0,80.73413156775763,9,0,5,5,5,5,0.412227988243103,1.0130841721707633,3.0911941528320312,7,2,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
16,1773349524.767854,1773349529.767854,4,291.25,236.39836611110493,4,0,2,2,2,2,0.8511509895324707,1.1659596023812189,2.49985408782959,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1,3,123,1042,123.0,347.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-5.0,0.0,-2.0,-2.0,0.0,0.0
17,1773349525.767854,1773349530.767854,7,210.14285714285714,202.68936723922332,7,0,2,2,2,2,0.4312416712443034,0.9252728659371242,2.49985408782959,2,4,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3,4,369,1102,123.0,275.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,3.0,0.0,0.0,0.0,2.0,0.0
18,1773349526.767854,1773349531.767854,7,210.14285714285714,202.68936723922332,7,0,2,2,2,2,0.4312416712443034,0.9252728659371242,2.49985408782959,2,4,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3,4,369,1102,123.0,275.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
19,1773349527.767854,1773349532.767854,11,137.54545454545453,168.79646896154048,7,4,3,4,3,3,0.29829518795013427,0.5961966169089021,2.051959991455078,8,2,1,0,0,0,0,0.0,2,163,0,0,0,0,0.0,0.0,2,6,246,1007,123.0,167.83333333333334,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,97,163,97.0,81.5,idle,4.0,2.0,0.0,0.0,-1.0,1.0
20,1773349528.767854,1773349533.767854,14,123.07142857142857,152.16741921116937,7,7,3,4,3,3,0.2989193842961238,0.5229021202455227,2.051959991455078,11,2,1,0,0,0,0,0.0,2,163,0,0,0,0,0.0,0.0,2,9,246,1217,123.0,135.22222222222223,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,97,163,97.0,81.5,idle,3.0,0.0,0.0,0.0,0.0,0.0
21,1773349529.767854,1773349534.767854,14,80.42857142857143,20.123597682160845,6,8,3,4,3,3,0.3200373832996075,0.5170721747434929,2.051959991455078,12,2,0,0,0,0,0,0.0,2,163,0,0,0,0,0.0,0.0,2,9,246,620,123.0,68.88888888888889,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,97,163,97.0,81.5,idle,0.0,0.0,0.0,0.0,0.0,0.0
22,1773349530.767854,1773349535.767854,11,74.54545454545455,10.646071715670839,3,8,3,3,2,2,0.21031899452209474,0.1242348629598777,0.30954909324645996,11,0,0,0,0,0,0,0.0,2,163,0,0,0,0,0.0,0.0,0,8,0,560,0.0,70.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,97,163,97.0,81.5,idle,-3.0,0.0,0.0,0.0,-2.0,0.0
23,1773349531.767854,1773349536.767854,11,74.54545454545455,10.646071715670839,3,8,3,3,2,2,0.21031899452209474,0.1242348629598777,0.30954909324645996,11,0,0,0,0,0,0,0.0,2,163,0,0,0,0,0.0,0.0,0,8,0,560,0.0,70.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,97,163,97.0,81.5,idle,0.0,0.0,0.0,0.0,0.0,0.0
24,1773349532.767854,1773349537.767854,4,70.0,0.0,0,4,1,1,0,0,0.30309804280598956,8.698376197397418e-05,0.3031949996948242,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,4,0,280,0.0,70.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-7.0,-2.0,0.0,0.0,0.0,-1.0
25,1773349533.767854,1773349538.767854,1,70.0,0.0,0,1,1,1,0,0,,,,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,70,0.0,70.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-3.0,0.0,0.0,0.0,0.0,0.0
26,1773349534.767854,1773349539.767854,7,94.71428571428571,89.96938254716638,7,0,4,4,4,4,0.11793168385823567,0.22008786186601156,0.6077260971069336,6,1,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,0,1,0,315,0.0,315.0,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,6.0,0.0,2.0,2.0,0.0,0.0
27,1773349535.767854,1773349540.767854,9,94.0,80.73413156775763,9,0,5,5,5,5,0.11707311868667603,0.19563443115738913,0.6077260971069336,7,2,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,2.0,0.0,0.0,0.0,1.0,0.0
28,1773349536.767854,1773349541.767854,9,94.0,80.73413156775763,9,0,5,5,5,5,0.11707311868667603,0.19563443115738913,0.6077260971069336,7,2,0,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
29,1773349537.767854,1773349542.767854,13,139.92307692307693,166.96681454637422,13,0,5,5,5,5,0.2726910909016927,0.632755690933255,2.297877073287964,8,4,1,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,3,4,369,1102,123.0,275.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,4.0,0.0,0.0,0.0,2.0,0.0
30,1773349538.767854,1773349543.767854,13,139.92307692307693,166.96681454637422,13,0,5,5,5,5,0.2726910909016927,0.632755690933255,2.297877073287964,8,4,1,0,0,0,0,0.0,0,0,2,4,120,228,60.0,57.0,3,4,369,1102,123.0,275.5,2,1,114,60,57.0,60.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
31,1773349539.767854,1773349544.767854,6,192.66666666666666,213.99117323437017,6,0,2,2,2,2,0.5076666355133057,0.8981626379052547,2.297877073287964,2,3,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3,3,369,787,123.0,262.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-7.0,0.0,-2.0,-2.0,0.0,0.0
32,1773349540.767854,1773349545.767854,4,243.25,246.00038109726577,4,0,2,2,2,2,0.012610356012980143,0.010562074003013008,0.026845932006835938,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,2,246,727,123.0,363.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-2.0,0.0,0.0,0.0,-1.0,0.0
33,1773349541.767854,1773349546.767854,4,243.25,246.00038109726577,4,0,2,2,2,2,0.012610356012980143,0.010562074003013008,0.026845932006835938,1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,2,246,727,123.0,363.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
35,1773349543.767854,1773349548.767854,8,203.875,150.8579112111791,8,0,3,3,4,4,0.037376301629202704,0.051461320831351035,0.13341498374938965,4,4,0,1,0,0,0,0.125,0,0,1,4,200,914,200.0,228.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,3,1001,630,200.2,210.0,0,0,0,0,0.0,0.0,bulbchange,4.0,0.0,0.0,5.0,-2.0,0.0
36,1773349544.767854,1773349549.767854,8,203.875,150.8579112111791,8,0,3,3,4,4,0.037376301629202704,0.051461320831351035,0.13341498374938965,4,4,0,1,0,0,0,0.125,0,0,1,4,200,914,200.0,228.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,3,1001,630,200.2,210.0,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
37,1773349545.767854,1773349550.767854,8,203.875,150.8579112111791,8,0,3,3,4,4,0.037376301629202704,0.051461320831351035,0.13341498374938965,4,4,0,1,0,0,0,0.125,0,0,1,4,200,914,200.0,228.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,3,1001,630,200.2,210.0,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
38,1773349546.767854,1773349551.767854,8,203.875,150.8579112111791,8,0,3,3,4,4,0.037376301629202704,0.051461320831351035,0.13341498374938965,4,4,0,1,0,0,0,0.125,0,0,1,4,200,914,200.0,228.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,3,1001,630,200.2,210.0,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
39,1773349547.767854,1773349552.767854,11,193.54545454545453,141.57578352013047,11,0,5,5,5,5,0.4485298156738281,1.1890186352857748,4.010900020599365,5,6,0,1,0,0,0,0.09090909090909091,0,0,1,4,200,914,200.0,228.5,1,2,123,375,123.0,187.5,0,0,0,0,0.0,0.0,5,3,1001,630,200.2,210.0,0,0,0,0,0.0,0.0,bulbchange,3.0,0.0,0.0,0.0,1.0,0.0
40,1773349548.767854,1773349553.767854,11,127.45454545454545,62.858229570943124,3,8,7,7,2,2,0.06579740047454834,0.1283929852655055,0.4171028137207031,5,6,0,0,0,0,0,0.0,4,388,0,0,0,0,0.0,0.0,1,2,123,375,123.0,187.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,4,516,388,129.0,97.0,bulbchange,0.0,4.0,0.0,-5.0,0.0,4.0
41,1773349549.767854,1773349554.767854,14,112.57142857142857,62.5970267273298,6,8,9,9,4,4,0.1486933047954853,0.330246042500929,1.222430944442749,8,6,0,0,0,0,0,0.0,4,388,1,2,60,114,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,4,4,516,388,129.0,97.0,idle,3.0,0.0,2.0,0.0,0.0,0.0
42,1773349550.767854,1773349555.767854,14,112.57142857142857,62.5970267273298,6,8,9,9,4,4,0.1486933047954853,0.330246042500929,1.222430944442749,8,6,0,0,0,0,0,0.0,4,388,1,2,60,114,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,4,4,516,388,129.0,97.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
43,1773349551.767854,1773349556.767854,14,112.57142857142857,62.5970267273298,6,8,9,9,4,4,0.1486933047954853,0.330246042500929,1.222430944442749,8,6,0,0,0,0,0,0.0,4,388,1,2,60,114,60.0,57.0,1,2,123,375,123.0,187.5,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,4,4,516,388,129.0,97.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
44,1773349552.767854,1773349557.767854,11,98.0,28.077813952721396,3,8,7,7,2,2,0.13031461238861083,0.364367511646557,1.222430944442749,7,4,0,0,0,0,0,0.0,4,388,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,4,4,516,388,129.0,97.0,idle,-3.0,0.0,0.0,0.0,-1.0,0.0
45,1773349553.767854,1773349558.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.026304006576538086,0.026231050491333008,0.052535057067871094,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,-8.0,-4.0,0.0,0.0,0.0,-4.0
50,1773349558.767854,1773349563.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.03425157070159912,0.03417861461639404,0.06843018531799316,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,-2.0,2.0,0.0,0.0
51,1773349559.767854,1773349564.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.03425157070159912,0.03417861461639404,0.06843018531799316,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
52,1773349560.767854,1773349565.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.03425157070159912,0.03417861461639404,0.06843018531799316,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
53,1773349561.767854,1773349566.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.03425157070159912,0.03417861461639404,0.06843018531799316,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
54,1773349562.767854,1773349567.767854,3,58.0,2.8284271247461903,3,0,2,2,2,2,0.03425157070159912,0.03417861461639404,0.06843018531799316,3,0,0,0,0,0,0,0.0,0,0,1,2,60,114,60.0,57.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,114,60,57.0,60.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
56,1773349564.767854,1773349569.767854,4,58.5,2.598076211353316,4,0,2,2,2,2,0.000702063242594401,0.0008917150078893896,0.0019631385803222656,4,0,0,0,0,0,0,0.0,0,0,2,2,120,114,60.0,57.0,0,0,0,0,0.0,0.0,2,2,114,120,57.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,1.0,0.0,2.0,-2.0,0.0,0.0
57,1773349565.767854,1773349570.767854,4,58.5,2.598076211353316,4,0,2,2,2,2,0.000702063242594401,0.0008917150078893896,0.0019631385803222656,4,0,0,0,0,0,0,0.0,0,0,2,2,120,114,60.0,57.0,0,0,0,0,0.0,0.0,2,2,114,120,57.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
58,1773349566.767854,1773349571.767854,4,58.5,2.598076211353316,4,0,2,2,2,2,0.000702063242594401,0.0008917150078893896,0.0019631385803222656,4,0,0,0,0,0,0,0.0,0,0,2,2,120,114,60.0,57.0,0,0,0,0,0.0,0.0,2,2,114,120,57.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
59,1773349567.767854,1773349572.767854,4,58.5,2.598076211353316,4,0,2,2,2,2,0.000702063242594401,0.0008917150078893896,0.0019631385803222656,4,0,0,0,0,0,0,0.0,0,0,2,2,120,114,60.0,57.0,0,0,0,0,0.0,0.0,2,2,114,120,57.0,60.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,bulboff,0.0,0.0,0.0,0.0,0.0,0.0
60,1773349568.767854,1773349573.767854,15,173.2,142.4463407743421,15,0,4,4,5,5,0.30378757204328266,1.0110774349771952,3.945369005203247,9,6,0,1,4,0,0,0.3333333333333333,0,0,4,8,380,1700,95.0,212.5,0,0,0,0,0.0,0.0,2,2,114,120,57.0,60.0,7,4,1673,691,239.0,172.75,0,0,0,0,0.0,0.0,bulboff,11.0,0.0,0.0,7.0,0.0,0.0
61,1773349569.767854,1773349574.767854,11,214.9090909090909,145.4075492259629,11,0,3,3,4,4,0.030555081367492676,0.053503249372989246,0.1762681007385254,5,6,0,1,4,0,0,0.45454545454545453,0,0,2,6,260,1586,130.0,264.3333333333333,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,4,1673,691,239.0,172.75,0,0,0,0,0.0,0.0,bulboff,-4.0,0.0,-2.0,0.0,0.0,0.0
62,1773349570.767854,1773349575.767854,24,179.95833333333334,144.42947505232056,24,0,5,5,6,6,0.10535108524820079,0.37598154390855554,1.8559801578521729,14,10,0,2,4,0,2,0.3333333333333333,0,0,4,14,520,2764,130.0,197.42857142857142,0,0,0,0,0.0,0.0,9,4,1265,690,140.55555555555554,172.5,7,4,1673,691,239.0,172.75,0,0,0,0,0.0,0.0,bulboff,13.0,0.0,9.0,0.0,0.0,0.0
63,1773349571.767854,1773349576.767854,24,179.95833333333334,144.42947505232056,24,0,5,5,6,6,0.10535108524820079,0.37598154390855554,1.8559801578521729,14,10,0,2,4,0,2,0.3333333333333333,0,0,4,14,520,2764,130.0,197.42857142857142,0,0,0,0,0.0,0.0,9,4,1265,690,140.55555555555554,172.5,7,4,1673,691,239.0,172.75,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
64,1773349572.767854,1773349577.767854,24,179.95833333333334,144.42947505232056,24,0,5,5,6,6,0.10535108524820079,0.37598154390855554,1.8559801578521729,14,10,0,2,4,0,2,0.3333333333333333,0,0,4,14,520,2764,130.0,197.42857142857142,0,0,0,0,0.0,0.0,9,4,1265,690,140.55555555555554,172.5,7,4,1673,691,239.0,172.75,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
65,1773349573.767854,1773349578.767854,16,136.5625,126.71718941702424,16,0,3,3,4,4,0.21747086842854818,0.7137022166219446,2.8840110301971436,12,4,0,1,0,0,2,0.1875,0,0,2,8,260,1178,130.0,147.25,0,0,0,0,0.0,0.0,10,6,1350,835,135.0,139.16666666666666,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,bulbchange,-8.0,0.0,1.0,-7.0,0.0,0.0
66,1773349574.767854,1773349579.767854,16,136.5625,126.71718941702424,16,0,3,3,4,4,0.21747086842854818,0.7137022166219446,2.8840110301971436,12,4,0,1,0,0,2,0.1875,0,0,2,8,260,1178,130.0,147.25,0,0,0,0,0.0,0.0,10,6,1350,835,135.0,139.16666666666666,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,bulbchange,0.0,0.0,0.0,0.0,0.0,0.0
67,1773349575.767854,1773349580.767854,5,80.0,10.0,5,0,4,4,3,3,0.6076759696006775,0.9692556076017739,2.285965919494629,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,85,145,85.0,72.5,1,1,85,85,85.0,85.0,0,0,0,0,0.0,0.0,bulbchange,-11.0,0.0,-9.0,1.0,0.0,0.0
68,1773349576.767854,1773349581.767854,6,76.66666666666667,11.785113019775793,6,0,4,4,3,3,0.5007750034332276,0.8929033612682418,2.285965919494629,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,85,145,85.0,72.5,1,2,85,145,85.0,72.5,0,0,0,0,0.0,0.0,idle,1.0,0.0,0.0,0.0,0.0,0.0
69,1773349577.767854,1773349582.767854,6,76.66666666666667,11.785113019775793,6,0,4,4,3,3,0.5007750034332276,0.8929033612682418,2.285965919494629,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,85,145,85.0,72.5,1,2,85,145,85.0,72.5,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
70,1773349578.767854,1773349583.767854,3,76.66666666666667,11.785113019775793,3,0,2,2,2,2,0.05070054531097412,0.022470593452453613,0.07317113876342773,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,85,145,85.0,72.5,0,0,0,0,0.0,0.0,idle,-3.0,0.0,-1.0,0.0,0.0,0.0
71,1773349579.767854,1773349584.767854,3,76.66666666666667,11.785113019775793,3,0,2,2,2,2,0.05070054531097412,0.022470593452453613,0.07317113876342773,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,85,145,85.0,72.5,0,0,0,0,0.0,0.0,idle,0.0,0.0,0.0,0.0,0.0,0.0
72,1773349580.767854,1773349585.767854,1,60.0,0.0,1,0,1,1,1,1,,,,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,0,60,0.0,60.0,0,0,0,0,0.0,0.0,idle,-2.0,0.0,0.0,-1.0,0.0,0.0
74,1773349582.767854,1773349587.767854,12,157.25,127.63106009118627,12,0,5,5,5,5,0.04186716946688565,0.06161038410845612,0.21722912788391113,8,4,0,1,2,0,0,0.25,2,163,2,4,260,850,130.0,212.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,4,937,690,187.4,172.5,1,2,97,163,97.0,81.5,bulbon,11.0,2.0,0.0,5.0,0.0,1.0
75,1773349583.767854,1773349588.767854,12,157.25,127.63106009118627,12,0,5,5,5,5,0.04186716946688565,0.06161038410845612,0.21722912788391113,8,4,0,1,2,0,0,0.25,2,163,2,4,260,850,130.0,212.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,4,937,690,187.4,172.5,1,2,97,163,97.0,81.5,bulbon,0.0,0.0,0.0,0.0,0.0,0.0
76,1773349584.767854,1773349589.767854,12,157.25,127.63106009118627,12,0,5,5,5,5,0.04186716946688565,0.06161038410845612,0.21722912788391113,8,4,0,1,2,0,0,0.25,2,163,2,4,260,850,130.0,212.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,4,937,690,187.4,172.5,1,2,97,163,97.0,81.5,bulbon,0.0,0.0,0.0,0.0,0.0,0.0
