frame.time_epoch,frame.time_delta,frame.len,ip.src,ip.dst,ip.proto,ip.ttl,ip.len,tcp.len,tcp.flags,tcp.stream,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,dns.qry.name
1773396725.941677000,0.302919000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773396726.234695000,0.129688000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773396726.533769000,0.299074000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773396726.838734000,0.238592000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773396727.134833000,0.083560000,70,192.168.0.200,255.255.255.255,17,255,56,,,,,,21112,20002,
1773396731.257277000,0.121329000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.278323000,0.021046000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.297753000,0.019430000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.302568000,0.004815000,66,192.168.0.43,192.168.0.14,6,64,52,0,0x0010,18,22,54371,,,
1773396731.302641000,0.000073000,138,192.168.0.43,192.168.0.14,6,64,124,72,0x0018,18,22,54371,,,
1773396731.302648000,0.000007000,66,192.168.0.43,192.168.0.14,6,64,52,0,0x0010,18,22,54371,,,
1773396731.302748000,0.000073000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.304575000,0.001753000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.319092000,0.014517000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.321694000,0.002602000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.323408000,0.001639000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.338928000,0.015520000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.341662000,0.002734000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.342986000,0.001250000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.362923000,0.019937000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.364022000,0.001099000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.366120000,0.002024000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.388060000,0.021940000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.389597000,0.001537000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.391002000,0.001332000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.405855000,0.014853000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.409290000,0.003435000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.410724000,0.001361000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.429544000,0.018820000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.432750000,0.003206000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
1773396731.434289000,0.001465000,66,192.168.0.14,192.168.0.43,6,64,52,0,0x0010,18,54371,22,,,
1773396731.452795000,0.018506000,102,192.168.0.14,192.168.0.43,6,64,88,36,0x0018,18,54371,22,,,
1773396731.460995000,0.008200000,102,192.168.0.43,192.168.0.14,6,64,88,36,0x0018,18,22,54371,,,
